"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species"
"400","Biscoe",47.7,16.2,211,5400,"MALE","Gentoo"
"401","Biscoe",49.85,16.1,221.5,5450,"MALE","Gentoo"
"402","Biscoe",47.5,15.95,223.5,5300,"MALE","Gentoo"
"403","Biscoe",50.25,16.15,219.5,6075,"MALE","Gentoo"
"404","Biscoe",50.9,15.25,222,5475,"MALE","Gentoo"
"405","Biscoe",50.65,15.45,219,5500,"MALE","Gentoo"
"406","Biscoe",48.75,15.9,218.5,5825,"MALE","Gentoo"
"407","Biscoe",50.15,15.85,222.5,5425,"MALE","Gentoo"
"408","Biscoe",49.95,15.9,219,5825,"MALE","Gentoo"
"409","Biscoe",49.55,15.85,218,5350,"MALE","Gentoo"
"410","Biscoe",49.6,16.05,222.5,5125,"MALE","Gentoo"
"411","Biscoe",47.9,15.65,221.5,5475,"MALE","Gentoo"
"412","Biscoe",48.3,15.6,226.5,5525,"MALE","Gentoo"
"413","Biscoe",45.7,16.2,225.5,5425,"MALE","Gentoo"
"414","Biscoe",51.65,15.9,225,5600,"MALE","Gentoo"
"415","Biscoe",53.25,16.2,224.5,5625,"MALE","Gentoo"
"416","Biscoe",49.8,15.85,226,5500,"MALE","Gentoo"
"417","Biscoe",51.25,15.95,216,5450,"MALE","Gentoo"
"418","Biscoe",48.05,14.35,218.5,5225,"MALE","Gentoo"
"419","Biscoe",48.8,16.45,223,5650,"MALE","Gentoo"
"420","Biscoe",50.25,15.65,215.5,5500,"MALE","Gentoo"
"421","Biscoe",48.65,16.4,222.5,5925,"MALE","Gentoo"
"422","Biscoe",47.85,15.3,215,5700,"MALE","Gentoo"
"423","Biscoe",49.95,15.7,219,5150,"MALE","Gentoo"
"424","Biscoe",50.25,15.35,222.5,5750,"MALE","Gentoo"
"425","Biscoe",49,16.4,222.5,5275,"MALE","Gentoo"
"426","Biscoe",47.75,16.4,222.5,5600,"MALE","Gentoo"
"427","Biscoe",52.95,15.55,222.5,5550,"MALE","Gentoo"
"428","Biscoe",48.8,15.9,225.5,5850,"MALE","Gentoo"
"429","Biscoe",49.15,14.5,226,5800,"MALE","Gentoo"
"430","Biscoe",50.45,15.65,224.5,5525,"MALE","Gentoo"
"431","Biscoe",49.1,15.55,225,5325,"MALE","Gentoo"
"432","Biscoe",46.5,15.8,216,5287.5,"MALE","Gentoo"
"433","Biscoe",48.4,15.85,225,5350,"MALE","Gentoo"
"434","Biscoe",49.95,15,220.5,6175,"MALE","Gentoo"
"435","Biscoe",48.05,16.65,214,5525,"MALE","Gentoo"
"436","Biscoe",50.7,17.05,218.5,5125,"MALE","Gentoo"
"437","Biscoe",49.3,15.85,220.5,5325,"MALE","Gentoo"
"438","Biscoe",47.25,16.3,225,5525,"MALE","Gentoo"
"439","Biscoe",50.35,15.8,228,5225,"MALE","Gentoo"
"440","Biscoe",49.5,14.95,223.5,5450,"MALE","Gentoo"
"441","Biscoe",47.45,15.45,223,5250,"MALE","Gentoo"
"442","Biscoe",52.15,16.15,226.5,5400,"MALE","Gentoo"
"443","Biscoe",48,15.6,217.5,4875,"MALE","Gentoo"
"444","Biscoe",47.6,15.05,222,5700,"MALE","Gentoo"
"445","Biscoe",48.4,16.3,222.5,5500,"MALE","Gentoo"
"446","Biscoe",50.7,15.1,218,5325,"MALE","Gentoo"
"447","Biscoe",48.85,14.3,216.5,5337.5,"MALE","Gentoo"
"448","Biscoe",51.15,16.2,218,5250,"MALE","Gentoo"
"449","Biscoe",52.15,17.15,217.5,5475,"MALE","Gentoo"
"450","Biscoe",48.7,16.65,225,5275,"MALE","Gentoo"
"451","Biscoe",45.55,15.9,217,5300,"MALE","Gentoo"
"452","Biscoe",48.55,14.8,219.5,5550,"MALE","Gentoo"
"453","Biscoe",49.85,15.1,220,5300,"MALE","Gentoo"
"454","Biscoe",48.7,16,225,5075,"MALE","Gentoo"
"455","Biscoe",53.6,16.15,222.5,5300,"MALE","Gentoo"
"456","Biscoe",52.8,14.8,214,5100,"MALE","Gentoo"
"457","Biscoe",50.4,15.2,223,5375,"MALE","Gentoo"
"458","Biscoe",54.7,15.45,218,5600,"MALE","Gentoo"
"459","Biscoe",47,16.15,230,5800,"MALE","Gentoo"
"460","Biscoe",53.05,15.2,219.5,5175,"MALE","Gentoo"
"461","Biscoe",49,15,224.5,5425,"MALE","Gentoo"
"462","Biscoe",49.35,15.65,224.5,5700,"MALE","Gentoo"
"463","Biscoe",47.9,16.15,223,5525,"MALE","Gentoo"
"464","Biscoe",49.65,15.5,222,5450,"MALE","Gentoo"
"465","Biscoe",49.15,15.35,223,5700,"MALE","Gentoo"
"466","Biscoe",50.6,15.65,220,5700,"MALE","Gentoo"
"467","Biscoe",49.95,16.35,225.5,5600,"MALE","Gentoo"
"468","Biscoe",50.4,15.3,226,5725,"MALE","Gentoo"
"469","Biscoe",48.4,14.15,229.5,5500,"MALE","Gentoo"
"470","Biscoe",46.15,15.4,220.5,5875,"MALE","Gentoo"
"471","Biscoe",48.1,14.6,217.5,5200,"MALE","Gentoo"
"472","Biscoe",50.45,14.55,230,5375,"MALE","Gentoo"
"473","Biscoe",49.35,16.05,220,5850,"MALE","Gentoo"
"474","Biscoe",49.25,15.6,211.5,5312.5,"MALE","Gentoo"
"475","Biscoe",46.95,17.15,222.5,5400,"MALE","Gentoo"
"476","Biscoe",49.45,15.4,220.5,5475,"MALE","Gentoo"
"477","Biscoe",52.95,15.2,223,5500,"MALE","Gentoo"
"478","Biscoe",48.65,16.45,222,5625,"MALE","Gentoo"
"479","Biscoe",47.5,15.8,225.5,5225,"MALE","Gentoo"
"480","Biscoe",52.8,15,222,6075,"MALE","Gentoo"
"481","Biscoe",51.65,16.2,222.5,5400,"MALE","Gentoo"
"482","Biscoe",46.9,15.65,221,5400,"MALE","Gentoo"
"483","Biscoe",48.5,16.2,226,5600,"MALE","Gentoo"
"484","Biscoe",49.3,15.45,220.5,5550,"MALE","Gentoo"
"485","Biscoe",50.1,16,219,5650,"MALE","Gentoo"
"486","Biscoe",50.95,15.65,217.5,5525,"MALE","Gentoo"
"487","Biscoe",54.35,15.5,215,5325,"MALE","Gentoo"
"488","Biscoe",47.3,15.75,222,5750,"MALE","Gentoo"
"489","Biscoe",47.2,15.5,227,5600,"MALE","Gentoo"
"490","Biscoe",46.45,15.15,214,5850,"MALE","Gentoo"
"491","Biscoe",53.45,15.8,226.5,6000,"MALE","Gentoo"
"492","Biscoe",48.55,15.3,227,5675,"MALE","Gentoo"
"493","Biscoe",48.6,15.65,220,5475,"MALE","Gentoo"
"494","Biscoe",49.7,15.15,229.5,5400,"MALE","Gentoo"
"495","Biscoe",49.1,15.9,230.5,5575,"MALE","Gentoo"
"496","Biscoe",49.65,15.5,213.5,5300,"MALE","Gentoo"
"497","Biscoe",50,16.5,225.5,5825,"MALE","Gentoo"
"498","Biscoe",48.25,15.45,219.5,5200,"MALE","Gentoo"
"499","Biscoe",52.7,16.8,222.5,5825,"MALE","Gentoo"
"500","Biscoe",50.95,15.6,215,5450,"MALE","Gentoo"
"501","Biscoe",53.25,15.5,220,5375,"MALE","Gentoo"
"502","Biscoe",49.55,16.7,224,5325,"MALE","Gentoo"
"503","Biscoe",47.75,15.55,221.5,5825,"MALE","Gentoo"
"504","Biscoe",49.2,15,216.5,5300,"MALE","Gentoo"
"505","Biscoe",47.4,15.4,223,5650,"MALE","Gentoo"
"506","Biscoe",46.85,16.65,222,5375,"MALE","Gentoo"
"507","Biscoe",50.6,16.5,224,5300,"MALE","Gentoo"
"508","Biscoe",50.95,15.55,221.5,5350,"MALE","Gentoo"
"509","Biscoe",50.1,15.35,224,5400,"MALE","Gentoo"
"510","Biscoe",49.7,15.95,216,5225,"MALE","Gentoo"
"511","Biscoe",48.95,16.05,225.5,5150,"MALE","Gentoo"
"512","Biscoe",50.95,15.2,217.5,5500,"MALE","Gentoo"
"513","Biscoe",50.3,15.35,215.5,5400,"MALE","Gentoo"
"514","Biscoe",49.05,15.15,220.5,5450,"MALE","Gentoo"
"515","Biscoe",46.1,15.2,220,5750,"MALE","Gentoo"
"516","Biscoe",49.3,16.2,219,5600,"MALE","Gentoo"
"517","Biscoe",49.65,14.5,219.5,5400,"MALE","Gentoo"
"518","Biscoe",47.8,15.65,221.5,5425,"MALE","Gentoo"
"519","Biscoe",50.1,15.35,226.5,5425,"MALE","Gentoo"
"520","Biscoe",52,16.3,230.5,5675,"MALE","Gentoo"
"521","Biscoe",49.5,14.75,220.5,5625,"MALE","Gentoo"
"522","Biscoe",50,16.4,228.5,5225,"MALE","Gentoo"
"523","Biscoe",47.25,15.1,221,5650,"MALE","Gentoo"
"524","Biscoe",52.55,15.4,222.5,5050,"MALE","Gentoo"
"525","Biscoe",47.55,17.2,222,5350,"MALE","Gentoo"
"526","Biscoe",49.1,16,227,5375,"MALE","Gentoo"
"527","Biscoe",48.15,15.65,220,5700,"MALE","Gentoo"
"528","Biscoe",50.7,14.75,222.5,5300,"MALE","Gentoo"
"529","Biscoe",51.45,14.55,220.5,5500,"MALE","Gentoo"
"530","Biscoe",48.75,15,225.5,5775,"MALE","Gentoo"
"531","Biscoe",49.6,15.7,215,5500,"MALE","Gentoo"
"532","Biscoe",50.15,16,225,5400,"MALE","Gentoo"
"533","Biscoe",48,15.35,216.5,5300,"MALE","Gentoo"
"534","Biscoe",49.4,16.05,218,5700,"MALE","Gentoo"
"535","Biscoe",49.3,16.1,229,5375,"MALE","Gentoo"
"536","Biscoe",47.4,16.05,223,5325,"MALE","Gentoo"
"537","Biscoe",49.75,15.75,223,5375,"MALE","Gentoo"
"538","Biscoe",49.8,16.15,218,5475,"MALE","Gentoo"
"539","Biscoe",50.75,15.8,220,5275,"MALE","Gentoo"
"540","Biscoe",49.3,15.9,223.5,5550,"MALE","Gentoo"
"541","Biscoe",49.1,15.85,224,5850,"MALE","Gentoo"
"542","Biscoe",48.35,16.2,222,5500,"MALE","Gentoo"
"543","Biscoe",49.55,15.4,214.5,5225,"MALE","Gentoo"
"544","Biscoe",46.7,16.1,222.5,5425,"MALE","Gentoo"
"545","Biscoe",47.6,15.3,220.5,5800,"MALE","Gentoo"
"546","Biscoe",49.25,15.9,218.5,5650,"MALE","Gentoo"
"547","Biscoe",48.15,15.75,224,5400,"MALE","Gentoo"
"548","Biscoe",48.1,15.6,224.5,5475,"MALE","Gentoo"
"549","Biscoe",47.9,15.4,219.5,5425,"MALE","Gentoo"
"550","Biscoe",54.8,15.95,221.5,5675,"MALE","Gentoo"
"551","Biscoe",49,15.75,222.5,5525,"MALE","Gentoo"
"552","Biscoe",50.1,14.9,227.5,5350,"MALE","Gentoo"
"553","Biscoe",50.75,15.75,217.5,5375,"MALE","Gentoo"
"554","Biscoe",51.8,16.2,218,5650,"MALE","Gentoo"
"555","Biscoe",52.75,17.15,219,5600,"MALE","Gentoo"
"556","Biscoe",52.95,15.7,221.5,5350,"MALE","Gentoo"
"557","Biscoe",49.75,15.65,221,5175,"MALE","Gentoo"
"558","Biscoe",49.85,16,220.5,5225,"MALE","Gentoo"
"559","Biscoe",51.5,16.55,218.5,5850,"MALE","Gentoo"
"560","Biscoe",49.75,16.05,216,5525,"MALE","Gentoo"
"561","Biscoe",48.1,16,219.5,5575,"MALE","Gentoo"
"562","Biscoe",53.35,16.15,222,5025,"MALE","Gentoo"
"563","Biscoe",48.15,16.25,222.5,5150,"MALE","Gentoo"
"564","Biscoe",48.65,16.65,212,5625,"MALE","Gentoo"
"565","Biscoe",50,15.3,226.5,5425,"MALE","Gentoo"
"566","Biscoe",49.45,15.65,225.5,5325,"MALE","Gentoo"
"567","Biscoe",47.7,16.1,221.5,5625,"MALE","Gentoo"
"568","Biscoe",55.1,15.1,221,5575,"MALE","Gentoo"
"569","Biscoe",45.35,15.55,224.5,5850,"MALE","Gentoo"
"570","Biscoe",55.85,15.1,225,5075,"MALE","Gentoo"
"571","Biscoe",50.75,15.35,221.5,5550,"MALE","Gentoo"
"572","Biscoe",52.55,16.55,219,5550,"MALE","Gentoo"
"573","Biscoe",50.2,14.7,223,5575,"MALE","Gentoo"
"574","Biscoe",48.75,14.6,222,5450,"MALE","Gentoo"
"575","Biscoe",51.4,15.9,220.5,5425,"MALE","Gentoo"
"576","Biscoe",49.6,16.2,216.5,6000,"MALE","Gentoo"
"577","Biscoe",48,15.7,226.5,5400,"MALE","Gentoo"
"578","Biscoe",49,14.95,218.5,5550,"MALE","Gentoo"
"579","Biscoe",49.4,15.45,218.5,5275,"MALE","Gentoo"
"580","Biscoe",49.45,15.4,218.5,5475,"MALE","Gentoo"
"581","Biscoe",49.75,15.35,217.5,5425,"MALE","Gentoo"
"582","Biscoe",56.95,15.9,220.5,5675,"MALE","Gentoo"
"583","Biscoe",49.4,15.9,219.5,5250,"MALE","Gentoo"
"584","Biscoe",47.2,14.95,225.5,5400,"MALE","Gentoo"
"585","Biscoe",54.55,16.3,216.5,5700,"MALE","Gentoo"
"586","Biscoe",48.3,15.7,230.5,5850,"MALE","Gentoo"
"587","Biscoe",48.25,16.4,223.5,5250,"MALE","Gentoo"
"588","Biscoe",47.45,16.65,220,5700,"MALE","Gentoo"
"589","Biscoe",49.9,16.4,212,5137.5,"MALE","Gentoo"
"590","Biscoe",50.2,15.95,229,5250,"MALE","Gentoo"
"591","Biscoe",47.35,15.8,229.5,5400,"MALE","Gentoo"
"592","Biscoe",50.95,14.6,215.5,5575,"MALE","Gentoo"
"593","Biscoe",47.75,15.4,222.5,5375,"MALE","Gentoo"
"594","Biscoe",48.05,15.1,221.5,5475,"MALE","Gentoo"
"595","Biscoe",48,16,225.5,5100,"MALE","Gentoo"
"596","Biscoe",49.1,15.4,225,5750,"MALE","Gentoo"
"597","Biscoe",47.85,15.7,225.5,5750,"MALE","Gentoo"
"598","Biscoe",50.75,14.6,223.5,5200,"MALE","Gentoo"
"599","Biscoe",52.95,17,219.5,5425,"MALE","Gentoo"
"600","Biscoe",47.2,16.1,219,5500,"MALE","Gentoo"
"601","Biscoe",50.25,16.25,221.5,5550,"MALE","Gentoo"
"602","Biscoe",54.75,15.15,222.5,5475,"MALE","Gentoo"
"603","Biscoe",49.1,15.55,226,5650,"MALE","Gentoo"
"604","Biscoe",49.65,14.75,230,5600,"MALE","Gentoo"
"605","Biscoe",50.55,15.65,218,5350,"MALE","Gentoo"
"606","Biscoe",48.35,16.05,224.5,5675,"MALE","Gentoo"
"607","Biscoe",49.25,15.8,228,5625,"MALE","Gentoo"
"608","Biscoe",49.4,15.6,223,5300,"MALE","Gentoo"
"609","Biscoe",48,15.75,223,5350,"MALE","Gentoo"
"610","Biscoe",50.1,15.15,219,5225,"MALE","Gentoo"
"611","Biscoe",49.6,15.35,225,5650,"MALE","Gentoo"
"612","Biscoe",48.15,15.3,217.5,5425,"MALE","Gentoo"
"613","Biscoe",50.45,14.95,224,5925,"MALE","Gentoo"
"614","Biscoe",49.3,15.85,218.5,5850,"MALE","Gentoo"
"615","Biscoe",47,14.95,224.5,5800,"MALE","Gentoo"
"616","Biscoe",50.1,15.45,222.5,5387.5,"MALE","Gentoo"
"617","Biscoe",48.4,15.3,218.5,5675,"MALE","Gentoo"
"618","Biscoe",47.8,14.8,219.5,5125,"MALE","Gentoo"
"619","Biscoe",47.4,16.55,218.5,5575,"MALE","Gentoo"
"620","Biscoe",48.05,16.35,219.5,5575,"MALE","Gentoo"
"621","Biscoe",49.3,15.55,226.5,5425,"MALE","Gentoo"
"622","Biscoe",51.2,15.2,215.5,5450,"MALE","Gentoo"
"623","Biscoe",53.9,16.1,212.5,5225,"MALE","Gentoo"
"624","Biscoe",50.85,16.2,220,5850,"MALE","Gentoo"
"625","Biscoe",48.7,15,224,5350,"MALE","Gentoo"
"626","Biscoe",49.65,15.25,222.5,5700,"MALE","Gentoo"
"627","Biscoe",45,15.9,227.5,5925,"MALE","Gentoo"
"628","Biscoe",48.75,16.05,222.5,5500,"MALE","Gentoo"
"629","Biscoe",51.75,15.85,215,5575,"MALE","Gentoo"
"630","Biscoe",49.5,15.7,227,5625,"MALE","Gentoo"
"631","Biscoe",48.9,15.65,220.5,5475,"MALE","Gentoo"
"632","Biscoe",47.8,15.65,226,5075,"MALE","Gentoo"
"633","Biscoe",47.9,15.9,223.5,5500,"MALE","Gentoo"
"634","Biscoe",48.4,15.95,219,5625,"MALE","Gentoo"
"635","Biscoe",47.55,15.8,222.5,5450,"MALE","Gentoo"
"636","Biscoe",48.2,15.85,225.5,5175,"MALE","Gentoo"
"637","Biscoe",46.3,14.9,217.5,5775,"MALE","Gentoo"
"638","Biscoe",49.05,15.15,220,5350,"MALE","Gentoo"
"639","Biscoe",47,16.35,219.5,5600,"MALE","Gentoo"
"640","Biscoe",50.4,16.5,215.5,5600,"MALE","Gentoo"
"641","Biscoe",52.8,15.15,222,5025,"MALE","Gentoo"
"642","Biscoe",48.45,17.05,220,5925,"MALE","Gentoo"
"643","Biscoe",49.25,14.35,223,5550,"MALE","Gentoo"
"644","Biscoe",49.75,15.5,219.5,5400,"MALE","Gentoo"
"645","Biscoe",50.25,16.05,221.5,5575,"MALE","Gentoo"
"646","Biscoe",48.65,16.05,217.5,5162.5,"MALE","Gentoo"
"647","Biscoe",48.85,16.25,220.5,5625,"MALE","Gentoo"
"648","Biscoe",47.45,15.35,218.5,5675,"MALE","Gentoo"
"649","Biscoe",53.7,16,225,5250,"MALE","Gentoo"
"650","Biscoe",48,15.35,216.5,5675,"MALE","Gentoo"
"651","Biscoe",53.15,14.75,220,5400,"MALE","Gentoo"
"652","Biscoe",46,15.75,220.5,6050,"MALE","Gentoo"
"653","Biscoe",49.35,15.7,220,5425,"MALE","Gentoo"
"654","Biscoe",52.8,16.15,225.5,5400,"MALE","Gentoo"
"655","Biscoe",46.85,16.05,222.5,5575,"MALE","Gentoo"
"656","Biscoe",52.8,15.3,225,5925,"MALE","Gentoo"
"657","Biscoe",48.8,15.5,220,5225,"MALE","Gentoo"
"658","Biscoe",50.55,15.3,225,5475,"MALE","Gentoo"
"659","Biscoe",54.55,15.95,224,5225,"MALE","Gentoo"
"660","Biscoe",47.85,15.3,221,5350,"MALE","Gentoo"
"661","Biscoe",49.35,15.6,217.5,5425,"MALE","Gentoo"
"662","Biscoe",47.25,15.65,213.5,5400,"MALE","Gentoo"
"663","Biscoe",49.7,15.9,226,5675,"MALE","Gentoo"
"664","Biscoe",49.4,15.2,225,5450,"MALE","Gentoo"
"665","Biscoe",47.3,15.35,219.5,5525,"MALE","Gentoo"
"666","Biscoe",48.55,15.6,220,5650,"MALE","Gentoo"
"667","Biscoe",50.6,16.25,222.5,5625,"MALE","Gentoo"
"668","Biscoe",47.4,16.2,226,5775,"MALE","Gentoo"
"669","Biscoe",47.25,15.85,222,5250,"MALE","Gentoo"
"670","Biscoe",53.4,15.7,223.5,5550,"MALE","Gentoo"
"671","Biscoe",47.75,16.05,221.5,5250,"MALE","Gentoo"
"672","Biscoe",50.35,14.65,219.5,5312.5,"MALE","Gentoo"
"673","Biscoe",47.35,15.95,224.5,5800,"MALE","Gentoo"
"674","Biscoe",52.55,16.1,220.5,5675,"MALE","Gentoo"
"675","Biscoe",45.6,15.45,229,5200,"MALE","Gentoo"
"676","Biscoe",48.2,16.25,221,5275,"MALE","Gentoo"
"677","Biscoe",53.4,15.6,224,5500,"MALE","Gentoo"
"678","Biscoe",50,15.9,220,5425,"MALE","Gentoo"
"679","Biscoe",48.1,15.6,216.5,5500,"MALE","Gentoo"
"680","Biscoe",49.2,15.65,223,5675,"MALE","Gentoo"
"681","Biscoe",49.1,15.65,229,5475,"MALE","Gentoo"
"682","Biscoe",48.25,15.8,222.5,5500,"MALE","Gentoo"
"683","Biscoe",49.9,15.3,229,5475,"MALE","Gentoo"
"684","Biscoe",48.5,15,226,5237.5,"MALE","Gentoo"
"685","Biscoe",51.45,16,230,5150,"MALE","Gentoo"
"686","Biscoe",49,15.55,219,5425,"MALE","Gentoo"
"687","Biscoe",50.4,15.05,222.5,5900,"MALE","Gentoo"
"688","Biscoe",49.1,15.6,224,5675,"MALE","Gentoo"
"689","Biscoe",47,15.7,226,5850,"MALE","Gentoo"
"690","Biscoe",47.6,15.95,226,5150,"MALE","Gentoo"
"691","Biscoe",48.1,15.55,219,5775,"MALE","Gentoo"
"692","Biscoe",47.65,15.05,223,5450,"MALE","Gentoo"
"693","Biscoe",48.8,16.4,223.5,5575,"MALE","Gentoo"
"694","Biscoe",51.2,15.6,225.5,5650,"MALE","Gentoo"
"695","Biscoe",47.75,16,218,5550,"MALE","Gentoo"
"696","Biscoe",51.55,15.9,221.5,5900,"MALE","Gentoo"
"697","Biscoe",49,15.9,225,5375,"MALE","Gentoo"
"698","Biscoe",50.3,15.7,227.5,5650,"MALE","Gentoo"
"699","Biscoe",48.9,15.6,220,5575,"MALE","Gentoo"
"700","Biscoe",51.05,15.75,217.5,5650,"MALE","Gentoo"
"701","Biscoe",52.5,15.5,218,5675,"MALE","Gentoo"
"702","Biscoe",50,16.6,223,5525,"MALE","Gentoo"
"703","Biscoe",51.75,14.65,214.5,5650,"MALE","Gentoo"
"704","Biscoe",48.85,15.5,224.5,5400,"MALE","Gentoo"
"705","Biscoe",49.2,16,230,5575,"MALE","Gentoo"
"706","Biscoe",49.3,15.55,226.5,5137.5,"MALE","Gentoo"
"707","Biscoe",46.8,16.15,226,5625,"MALE","Gentoo"
"708","Biscoe",50.1,15.7,223,5625,"MALE","Gentoo"
"709","Biscoe",49.15,15.75,219,5700,"MALE","Gentoo"
"710","Biscoe",46.55,16.15,225,5750,"MALE","Gentoo"
"711","Biscoe",47.3,16.95,219.5,5725,"MALE","Gentoo"
"712","Biscoe",50.8,15.1,229.5,5450,"MALE","Gentoo"
"713","Biscoe",49.75,14.85,227,5650,"MALE","Gentoo"
"714","Biscoe",47.75,15.1,230.5,5250,"MALE","Gentoo"
"715","Biscoe",47.45,15.05,216,5075,"MALE","Gentoo"
"716","Biscoe",47.15,16.45,218,5650,"MALE","Gentoo"
"717","Biscoe",48.1,16.4,223,5500,"MALE","Gentoo"
"718","Biscoe",51.7,15.75,218.5,5750,"MALE","Gentoo"
"719","Biscoe",49.85,15.25,218,5300,"MALE","Gentoo"
"720","Biscoe",48,15.6,218,5400,"MALE","Gentoo"
"721","Biscoe",47.45,16.75,225.5,5050,"MALE","Gentoo"
"722","Biscoe",48.45,15.65,215,5250,"MALE","Gentoo"
"723","Biscoe",49.9,16.6,229,5650,"MALE","Gentoo"
"724","Biscoe",51.15,14.65,218.5,5000,"MALE","Gentoo"
"725","Biscoe",49.6,15.35,229.5,5475,"MALE","Gentoo"
"726","Biscoe",48.6,14.65,226,5600,"MALE","Gentoo"
"727","Biscoe",50.15,16,222.5,5350,"MALE","Gentoo"
"728","Biscoe",48.25,14.95,226,5450,"MALE","Gentoo"
"729","Biscoe",50.15,15.7,218,5275,"MALE","Gentoo"
"730","Biscoe",49.3,15.4,212.5,5325,"MALE","Gentoo"
"731","Biscoe",49.85,16.75,223,5900,"MALE","Gentoo"
"732","Biscoe",50.1,17.15,226,5550,"MALE","Gentoo"
"733","Biscoe",48.55,15.65,223,5375,"MALE","Gentoo"
"734","Biscoe",47.6,15.65,223,5500,"MALE","Gentoo"
"735","Biscoe",49.35,15.9,220.5,5025,"MALE","Gentoo"
"736","Biscoe",50.5,15.7,218,5425,"MALE","Gentoo"
"737","Biscoe",48.85,17.15,221,5625,"MALE","Gentoo"
"738","Biscoe",45.35,15.5,221,5375,"MALE","Gentoo"
"739","Biscoe",48.05,15.95,222,5825,"MALE","Gentoo"
"740","Biscoe",47.1,15.4,225,5575,"MALE","Gentoo"
"741","Biscoe",48.45,16.2,222.5,5675,"MALE","Gentoo"
"742","Biscoe",52.9,15.4,224.5,5175,"MALE","Gentoo"
"743","Biscoe",51.45,15.9,222,5450,"MALE","Gentoo"
"744","Biscoe",49.7,16.2,224.5,5275,"MALE","Gentoo"
"745","Biscoe",51.8,15.65,223,5425,"MALE","Gentoo"
"746","Biscoe",50.35,16.15,227.5,5525,"MALE","Gentoo"
"747","Biscoe",47.85,16.1,220,5775,"MALE","Gentoo"
"748","Biscoe",49.1,15.7,218,5850,"MALE","Gentoo"
"749","Biscoe",52.8,15.95,220.5,5625,"MALE","Gentoo"
"750","Biscoe",51.75,16.1,220,5825,"MALE","Gentoo"
"751","Biscoe",50,15.7,221,5075,"MALE","Gentoo"
"752","Biscoe",49.75,16.05,224,5275,"MALE","Gentoo"
"753","Biscoe",50.95,16,225,5475,"MALE","Gentoo"
"754","Biscoe",49.55,14.75,217.5,5225,"MALE","Gentoo"
"755","Biscoe",49.4,15.55,224,5575,"MALE","Gentoo"
"756","Biscoe",50.35,15.75,215.5,5750,"MALE","Gentoo"
"757","Biscoe",49.25,14.4,223,5825,"MALE","Gentoo"
"758","Biscoe",51.3,16.5,223,5775,"MALE","Gentoo"
"759","Biscoe",52.05,15.4,215.5,5525,"MALE","Gentoo"
"760","Biscoe",52.25,15.2,221.5,5475,"MALE","Gentoo"
"761","Biscoe",48.95,15.8,228,5450,"MALE","Gentoo"
"762","Biscoe",48.35,16,212,5325,"MALE","Gentoo"
"763","Biscoe",49,15.5,223,5200,"MALE","Gentoo"
"764","Biscoe",47.4,16.1,220.5,5600,"MALE","Gentoo"
"765","Biscoe",48.1,15.75,218.5,5725,"MALE","Gentoo"
"766","Biscoe",47.95,15.9,218,5350,"MALE","Gentoo"
"767","Biscoe",49.4,16.1,225,5600,"MALE","Gentoo"
"768","Biscoe",49.95,15.05,226,5400,"MALE","Gentoo"
"769","Biscoe",49.3,15.8,217,5575,"MALE","Gentoo"
"770","Biscoe",49.2,16.5,229.5,5425,"MALE","Gentoo"
"771","Biscoe",49.5,15.4,218,5112.5,"MALE","Gentoo"
"772","Biscoe",49.95,14.65,224,5575,"MALE","Gentoo"
"773","Biscoe",48.05,15.55,221.5,5975,"MALE","Gentoo"
"774","Biscoe",48.2,16,225,5450,"MALE","Gentoo"
"775","Biscoe",49.7,15.65,211.5,5675,"MALE","Gentoo"
"776","Biscoe",47.5,16.55,222.5,5400,"MALE","Gentoo"
"777","Biscoe",47.5,15.7,213.5,5250,"MALE","Gentoo"
"778","Biscoe",49.1,16.2,217,5575,"MALE","Gentoo"
"779","Biscoe",51.7,15.7,220.5,5525,"MALE","Gentoo"
"780","Biscoe",50.35,16.2,219.5,5300,"MALE","Gentoo"
"781","Biscoe",47,15.35,220,5750,"MALE","Gentoo"
"782","Biscoe",50.1,15.05,220.5,5550,"MALE","Gentoo"
"783","Biscoe",49.3,16,222.5,5275,"MALE","Gentoo"
"784","Biscoe",50.15,15.35,225.5,5375,"MALE","Gentoo"
"785","Biscoe",51.6,16.65,229.5,5475,"MALE","Gentoo"
"786","Biscoe",48.65,14.35,222,5450,"MALE","Gentoo"
"787","Biscoe",49.9,15.85,217.5,6000,"MALE","Gentoo"
"788","Biscoe",46.9,15.5,221,5425,"MALE","Gentoo"
"789","Biscoe",49.1,14.95,219,5825,"MALE","Gentoo"
"790","Biscoe",48.6,14.95,218,5675,"MALE","Gentoo"
"791","Biscoe",52.15,16.45,216,5600,"MALE","Gentoo"
"792","Biscoe",50.2,15.35,223,5150,"MALE","Gentoo"
"793","Biscoe",48.4,15.85,219.5,5250,"MALE","Gentoo"
"794","Biscoe",51.75,15.55,223,5775,"MALE","Gentoo"
"795","Biscoe",48.4,14.9,223,5425,"MALE","Gentoo"
"796","Biscoe",48.65,15.75,226.5,5425,"MALE","Gentoo"
"797","Biscoe",48.4,15.6,215,5475,"MALE","Gentoo"
"798","Biscoe",50.4,15.35,219.5,5725,"MALE","Gentoo"
"799","Biscoe",49.7,16.05,219,5700,"MALE","Gentoo"
