"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species"
"391","Biscoe",37.8,17.4,184,3275,"FEMALE","Adelie"
"392","Biscoe",37.25,17.55,188.5,3400,"FEMALE","Adelie"
"393","Dream",36.3,17.95,191,3200,"FEMALE","Adelie"
"394","Dream",36.85,17.45,193.5,3437.5,"FEMALE","Adelie"
"395","Biscoe",37.45,17.9,190,3650,"FEMALE","Adelie"
"396","Torgersen",35.5,18.05,191.5,3625,"FEMALE","Adelie"
"397","Biscoe",38.75,17.6,179.5,2875,"FEMALE","Adelie"
"398","Biscoe",36.55,17.45,186,3487.5,"FEMALE","Adelie"
"399","Biscoe",37.7,17.8,186,3387.5,"FEMALE","Adelie"
"400","Dream",37.55,16.1,188.5,3012.5,"FEMALE","Adelie"
"401","Dream",36.15,18.4,192,2962.5,"FEMALE","Adelie"
"402","Torgersen",37,18.25,189.5,3325,"FEMALE","Adelie"
"403","Dream",36.2,18.8,180,3225,"FEMALE","Adelie"
"404","Torgersen",38.05,16.8,185.5,3450,"FEMALE","Adelie"
"405","Torgersen",35.6,18.2,188,3500,"FEMALE","Adelie"
"406","Torgersen",36.35,17.8,187.5,3637.5,"FEMALE","Adelie"
"407","Dream",36.9,16.6,187.5,3312.5,"FEMALE","Adelie"
"408","Torgersen",37.9,18.25,188.5,3587.5,"FEMALE","Adelie"
"409","Torgersen",36.85,17.3,190,3400,"FEMALE","Adelie"
"410","Torgersen",37.05,17.65,185,3637.5,"FEMALE","Adelie"
"411","Dream",36.8,18.1,185,3225,"FEMALE","Adelie"
"412","Dream",37.6,17,183,3712.5,"FEMALE","Adelie"
"413","Biscoe",39.4,18.05,189,3512.5,"FEMALE","Adelie"
"414","Dream",33.9,18.05,189,3400,"FEMALE","Adelie"
"415","Torgersen",37.3,17.6,190.5,3050,"FEMALE","Adelie"
"416","Biscoe",38.2,18.65,193,3650,"FEMALE","Adelie"
"417","Torgersen",40.9,17.5,184.5,3500,"FEMALE","Adelie"
"418","Torgersen",37.3,17.05,197.5,3600,"FEMALE","Adelie"
"419","Biscoe",38.8,19.35,192.5,3362.5,"FEMALE","Adelie"
"420","Torgersen",36.4,17.8,176,3325,"FEMALE","Adelie"
"421","Torgersen",38.45,17.7,193,3575,"FEMALE","Adelie"
"422","Biscoe",38.55,18.1,184.5,3450,"FEMALE","Adelie"
"423","Biscoe",35.45,19.85,190.5,3262.5,"FEMALE","Adelie"
"424","Torgersen",34.7,16.5,185.5,3037.5,"FEMALE","Adelie"
"425","Torgersen",38.7,18.2,187.5,3325,"FEMALE","Adelie"
"426","Torgersen",40.15,18.3,184,2975,"FEMALE","Adelie"
"427","Dream",36.35,18.1,187,3387.5,"FEMALE","Adelie"
"428","Biscoe",34.75,17.8,187.5,3512.5,"FEMALE","Adelie"
"429","Dream",38.1,18.25,190,3050,"FEMALE","Adelie"
"430","Biscoe",35.8,18.1,188,3550,"FEMALE","Adelie"
"431","Torgersen",38.35,17.05,192.5,3675,"FEMALE","Adelie"
"432","Biscoe",35.2,18,186.5,3337.5,"FEMALE","Adelie"
"433","Torgersen",36.8,17.95,184.5,3450,"FEMALE","Adelie"
"434","Torgersen",38.3,17.5,191,3275,"FEMALE","Adelie"
"435","Torgersen",39.8,17.1,186,3337.5,"FEMALE","Adelie"
"436","Torgersen",38.2,18.25,188.5,3500,"FEMALE","Adelie"
"437","Biscoe",37.65,17.45,190.5,3400,"FEMALE","Adelie"
"438","Biscoe",39.35,17.2,191.5,3750,"FEMALE","Adelie"
"439","Dream",35.85,17.15,179.5,3425,"FEMALE","Adelie"
"440","Biscoe",37.8,17.85,178.5,3387.5,"FEMALE","Adelie"
"441","Dream",35.6,16.75,185.5,3350,"FEMALE","Adelie"
"442","Dream",36.1,17.45,189.5,3425,"FEMALE","Adelie"
"443","Dream",36.25,17.65,193.5,3175,"FEMALE","Adelie"
"444","Biscoe",38.4,18.3,188,3250,"FEMALE","Adelie"
"445","Torgersen",37.8,17.15,192,3400,"FEMALE","Adelie"
"446","Dream",35.9,16,193,3150,"FEMALE","Adelie"
"447","Torgersen",38.45,17.95,190.5,3275,"FEMALE","Adelie"
"448","Dream",38.7,17.1,189,2950,"FEMALE","Adelie"
"449","Dream",39.1,18.15,188,3175,"FEMALE","Adelie"
"450","Torgersen",34.5,17.65,188,3550,"FEMALE","Adelie"
"451","Dream",39.9,16.7,189.5,3450,"FEMALE","Adelie"
"452","Dream",35.95,16.65,187.5,3237.5,"FEMALE","Adelie"
"453","Biscoe",36.05,17.4,191,3175,"FEMALE","Adelie"
"454","Biscoe",35.9,18.2,190,3325,"FEMALE","Adelie"
"455","Biscoe",36.5,18.7,182.5,3112.5,"FEMALE","Adelie"
"456","Torgersen",37.65,17.95,188,3200,"FEMALE","Adelie"
"457","Biscoe",38.3,17.7,190,3675,"FEMALE","Adelie"
"458","Torgersen",37.3,17.2,188.5,3500,"FEMALE","Adelie"
"459","Torgersen",36.8,17.85,188.5,3650,"FEMALE","Adelie"
"460","Biscoe",38.9,18.15,195.5,3375,"FEMALE","Adelie"
"461","Dream",37.3,17.15,191,3412.5,"FEMALE","Adelie"
"462","Dream",39.15,17.75,185.5,3237.5,"FEMALE","Adelie"
"463","Torgersen",37.6,17.4,188.5,3062.5,"FEMALE","Adelie"
"464","Biscoe",36.4,16.9,191,3100,"FEMALE","Adelie"
"465","Torgersen",35.5,16.9,189.5,3425,"FEMALE","Adelie"
"466","Torgersen",35.45,18.5,188.5,3237.5,"FEMALE","Adelie"
"467","Dream",37,18.25,190.5,3300,"FEMALE","Adelie"
"468","Dream",38.45,18.6,185.5,3500,"FEMALE","Adelie"
"469","Biscoe",38.6,17.25,186.5,3250,"FEMALE","Adelie"
"470","Biscoe",35.75,17.2,188.5,3375,"FEMALE","Adelie"
"471","Dream",38.9,18.15,192,3450,"FEMALE","Adelie"
"472","Torgersen",36.75,17.45,193.5,3375,"FEMALE","Adelie"
"473","Biscoe",38.05,17.9,184,3625,"FEMALE","Adelie"
"474","Torgersen",36.95,17.9,193.5,3437.5,"FEMALE","Adelie"
"475","Dream",37.4,17.15,180.5,3600,"FEMALE","Adelie"
"476","Biscoe",38.75,17.95,183,3500,"FEMALE","Adelie"
"477","Dream",36.75,18.55,189,3337.5,"FEMALE","Adelie"
"478","Torgersen",37.25,16.65,186,2975,"FEMALE","Adelie"
"479","Torgersen",36.8,16.6,186.5,3275,"FEMALE","Adelie"
"480","Dream",37.45,17.3,190.5,3437.5,"FEMALE","Adelie"
"481","Dream",37.9,18.4,188,3762.5,"FEMALE","Adelie"
"482","Biscoe",38.2,16.85,189.5,3525,"FEMALE","Adelie"
"483","Biscoe",38.3,16.55,185.5,3325,"FEMALE","Adelie"
"484","Torgersen",34,17.3,181.5,3100,"FEMALE","Adelie"
"485","Biscoe",37.9,18.1,188.5,3400,"FEMALE","Adelie"
"486","Dream",38.3,17.5,181.5,3300,"FEMALE","Adelie"
"487","Dream",37.85,16.9,185.5,3512.5,"FEMALE","Adelie"
"488","Torgersen",37.45,18.45,187.5,3225,"FEMALE","Adelie"
"489","Torgersen",39,18,192.5,3412.5,"FEMALE","Adelie"
"490","Dream",37.45,17.95,195.5,3700,"FEMALE","Adelie"
"491","Dream",39.05,17.25,188.5,3550,"FEMALE","Adelie"
"492","Dream",38.3,17.45,186,3762.5,"FEMALE","Adelie"
"493","Dream",41.2,17.2,181.5,3587.5,"FEMALE","Adelie"
"494","Biscoe",33.8,18,184,3562.5,"FEMALE","Adelie"
"495","Torgersen",38.2,18.55,190.5,3287.5,"FEMALE","Adelie"
"496","Torgersen",37.4,18.8,189.5,3325,"FEMALE","Adelie"
"497","Torgersen",38.45,17.9,193,3025,"FEMALE","Adelie"
"498","Biscoe",33.3,17.15,190.5,3387.5,"FEMALE","Adelie"
"499","Torgersen",37.55,17.1,185.5,3087.5,"FEMALE","Adelie"
"500","Dream",34.8,17.9,191,3437.5,"FEMALE","Adelie"
"501","Biscoe",36.55,17.7,189.5,3325,"FEMALE","Adelie"
"502","Dream",34.85,17.4,187.5,3475,"FEMALE","Adelie"
"503","Dream",36,16.65,192,3812.5,"FEMALE","Adelie"
"504","Dream",35.55,18,191,3275,"FEMALE","Adelie"
"505","Biscoe",37.45,17.75,193,3475,"FEMALE","Adelie"
"506","Biscoe",34.4,17,190,3637.5,"FEMALE","Adelie"
"507","Dream",36.1,17.95,190,3200,"FEMALE","Adelie"
"508","Dream",37.9,18.1,193.5,3387.5,"FEMALE","Adelie"
"509","Torgersen",38.35,17.8,193,3312.5,"FEMALE","Adelie"
"510","Biscoe",36.3,17.5,191.5,3212.5,"FEMALE","Adelie"
"511","Dream",36.35,17.4,185.5,3412.5,"FEMALE","Adelie"
"512","Biscoe",35.4,16.65,187,3450,"FEMALE","Adelie"
"513","Torgersen",39.5,17.7,185.5,3225,"FEMALE","Adelie"
"514","Dream",38.55,16.9,182.5,3450,"FEMALE","Adelie"
"515","Biscoe",39.1,16.2,186,3462.5,"FEMALE","Adelie"
"516","Torgersen",37.8,17.45,189,3550,"FEMALE","Adelie"
"517","Torgersen",33.3,17.5,193.5,3425,"FEMALE","Adelie"
"518","Torgersen",36.2,17.15,192,3187.5,"FEMALE","Adelie"
"519","Torgersen",38.75,18.85,182,3162.5,"FEMALE","Adelie"
"520","Biscoe",39.55,17.55,186.5,3375,"FEMALE","Adelie"
"521","Dream",36.75,17.7,200.5,3550,"FEMALE","Adelie"
"522","Torgersen",37.85,15.8,181.5,3225,"FEMALE","Adelie"
"523","Biscoe",39.6,17.9,189.5,3275,"FEMALE","Adelie"
"524","Torgersen",35.2,18,191.5,3062.5,"FEMALE","Adelie"
"525","Dream",40,17.55,187,3712.5,"FEMALE","Adelie"
"526","Dream",36.2,17,181.5,3550,"FEMALE","Adelie"
"527","Biscoe",38.75,16.75,194.5,3375,"FEMALE","Adelie"
"528","Dream",37.1,18.3,188,3550,"FEMALE","Adelie"
"529","Dream",37.1,18,186,3362.5,"FEMALE","Adelie"
"530","Dream",36.6,16.95,182,3312.5,"FEMALE","Adelie"
"531","Torgersen",36.35,18.25,192,3337.5,"FEMALE","Adelie"
"532","Torgersen",33.55,17.6,190,3562.5,"FEMALE","Adelie"
"533","Dream",35.7,17.7,180.5,3425,"FEMALE","Adelie"
"534","Dream",37.7,17.8,189,3425,"FEMALE","Adelie"
"535","Dream",35.55,17.5,188,3050,"FEMALE","Adelie"
"536","Biscoe",37.55,17.7,185,3375,"FEMALE","Adelie"
"537","Dream",35.7,17.2,186,3400,"FEMALE","Adelie"
"538","Torgersen",36.4,17.45,185,3475,"FEMALE","Adelie"
"539","Biscoe",34.85,17.45,189,3125,"FEMALE","Adelie"
"540","Biscoe",34.8,18.65,185.5,3475,"FEMALE","Adelie"
"541","Torgersen",38.45,17.65,188.5,3450,"FEMALE","Adelie"
"542","Torgersen",39.15,18.45,187,3150,"FEMALE","Adelie"
"543","Torgersen",36.1,17.1,188.5,3425,"FEMALE","Adelie"
"544","Torgersen",35.85,16.55,187.5,3550,"FEMALE","Adelie"
"545","Biscoe",37.05,16.1,180.5,3575,"FEMALE","Adelie"
"546","Torgersen",37.7,17,184.5,3575,"FEMALE","Adelie"
"547","Dream",38.25,18.6,191,3575,"FEMALE","Adelie"
"548","Dream",40.05,18.4,190,3275,"FEMALE","Adelie"
"549","Biscoe",34.8,17.95,184,3325,"FEMALE","Adelie"
"550","Torgersen",37.75,16.75,194,3300,"FEMALE","Adelie"
"551","Torgersen",37.25,17.4,194.5,3150,"FEMALE","Adelie"
"552","Dream",35.5,17.45,182.5,3300,"FEMALE","Adelie"
"553","Torgersen",37.8,16.75,187.5,3475,"FEMALE","Adelie"
"554","Dream",39.3,18.35,187,3450,"FEMALE","Adelie"
"555","Dream",40.85,17.25,188.5,3225,"FEMALE","Adelie"
"556","Torgersen",38.1,17.45,189.5,3262.5,"FEMALE","Adelie"
"557","Biscoe",38.4,16.4,192,3450,"FEMALE","Adelie"
"558","Torgersen",35.45,18.9,185,3687.5,"FEMALE","Adelie"
"559","Biscoe",36.25,17.35,185.5,3200,"FEMALE","Adelie"
"560","Biscoe",39.95,17.65,188.5,3175,"FEMALE","Adelie"
"561","Dream",39.2,19.25,184,3512.5,"FEMALE","Adelie"
"562","Torgersen",38.25,18.75,181,3525,"FEMALE","Adelie"
"563","Torgersen",36.8,17.85,194,3375,"FEMALE","Adelie"
"564","Torgersen",36.35,18.1,184,2875,"FEMALE","Adelie"
"565","Torgersen",37.55,16.95,194.5,3325,"FEMALE","Adelie"
"566","Dream",37.6,17,186.5,3300,"FEMALE","Adelie"
"567","Dream",36.65,17.65,189.5,3437.5,"FEMALE","Adelie"
"568","Torgersen",36.6,16.85,191,3300,"FEMALE","Adelie"
"569","Biscoe",35.45,18.1,194,3162.5,"FEMALE","Adelie"
"570","Torgersen",37.45,16.75,186,3125,"FEMALE","Adelie"
"571","Dream",36,17.15,185.5,3475,"FEMALE","Adelie"
"572","Biscoe",34.8,17.3,184,3525,"FEMALE","Adelie"
"573","Dream",39.3,17.2,189.5,3425,"FEMALE","Adelie"
"574","Biscoe",37,17.9,193,3312.5,"FEMALE","Adelie"
"575","Dream",39.1,17.7,190,3500,"FEMALE","Adelie"
"576","Torgersen",37.65,18.95,189.5,3375,"FEMALE","Adelie"
"577","Dream",38.6,17.95,199,3650,"FEMALE","Adelie"
"578","Dream",36.3,17.85,188,3750,"FEMALE","Adelie"
"579","Torgersen",38.4,17.1,198,3275,"FEMALE","Adelie"
"580","Biscoe",39.1,17.3,192,3587.5,"FEMALE","Adelie"
"581","Dream",39.4,16.95,188,3137.5,"FEMALE","Adelie"
"582","Torgersen",36.8,17.45,193,3175,"FEMALE","Adelie"
"583","Dream",36.15,17.3,191,3600,"FEMALE","Adelie"
"584","Dream",38.35,18.5,188,3212.5,"FEMALE","Adelie"
"585","Biscoe",35.1,18.65,189.5,3150,"FEMALE","Adelie"
"586","Torgersen",38.3,17.95,190.5,3650,"FEMALE","Adelie"
"587","Dream",35.35,17.4,195,3675,"FEMALE","Adelie"
"588","Dream",35.7,16.7,186.5,3600,"FEMALE","Adelie"
"589","Torgersen",37.55,17,190,3400,"FEMALE","Adelie"
"590","Biscoe",38,17.75,187,3262.5,"FEMALE","Adelie"
"591","Torgersen",36.8,18.4,192.5,3150,"FEMALE","Adelie"
"592","Torgersen",38.1,17,182.5,2987.5,"FEMALE","Adelie"
"593","Dream",37.7,17.3,189.5,3650,"FEMALE","Adelie"
"594","Torgersen",37.4,18.45,191,3525,"FEMALE","Adelie"
"595","Dream",36.15,17.7,186,3537.5,"FEMALE","Adelie"
"596","Dream",34.95,17.1,186.5,3187.5,"FEMALE","Adelie"
"597","Torgersen",38.35,18.2,186,3400,"FEMALE","Adelie"
"598","Dream",38.4,17.8,183.5,3225,"FEMALE","Adelie"
"599","Biscoe",39.45,18.15,186,3175,"FEMALE","Adelie"
"600","Biscoe",36.95,17.15,186,3350,"FEMALE","Adelie"
"601","Dream",36,18.1,189,3412.5,"FEMALE","Adelie"
"602","Torgersen",38.6,18,187.5,3037.5,"FEMALE","Adelie"
"603","Torgersen",38.35,18.25,188.5,3200,"FEMALE","Adelie"
"604","Torgersen",35.2,17.15,193,3237.5,"FEMALE","Adelie"
"605","Torgersen",36.3,17.35,188.5,3350,"FEMALE","Adelie"
"606","Dream",36.5,17.35,186,3525,"FEMALE","Adelie"
"607","Torgersen",36.75,18.05,195,3062.5,"FEMALE","Adelie"
"608","Biscoe",37.55,18.2,191,3487.5,"FEMALE","Adelie"
"609","Torgersen",35.6,18.05,182,3075,"FEMALE","Adelie"
"610","Dream",37.2,17.3,175,3450,"FEMALE","Adelie"
"611","Torgersen",37.5,17.45,185.5,3225,"FEMALE","Adelie"
"612","Torgersen",38.1,17.5,183,3400,"FEMALE","Adelie"
"613","Torgersen",39.95,19,191.5,3425,"FEMALE","Adelie"
"614","Biscoe",35.35,18.2,183,3300,"FEMALE","Adelie"
"615","Biscoe",36.9,17.4,186.5,3487.5,"FEMALE","Adelie"
"616","Biscoe",35.05,16.5,188,3350,"FEMALE","Adelie"
"617","Dream",38.45,17.1,190,3775,"FEMALE","Adelie"
"618","Biscoe",36,17.95,192.5,3600,"FEMALE","Adelie"
"619","Dream",37.85,17.7,190.5,3250,"FEMALE","Adelie"
"620","Dream",36.3,18.85,193.5,3650,"FEMALE","Adelie"
"621","Biscoe",37.45,16.95,189.5,3512.5,"FEMALE","Adelie"
"622","Biscoe",38,17.5,192.5,3437.5,"FEMALE","Adelie"
"623","Dream",38,17.9,185.5,3375,"FEMALE","Adelie"
"624","Biscoe",35.15,17.1,187,3225,"FEMALE","Adelie"
"625","Dream",36.75,17.55,179,3275,"FEMALE","Adelie"
"626","Biscoe",38.25,17.05,185.5,3525,"FEMALE","Adelie"
"627","Torgersen",37.8,17.85,193,3512.5,"FEMALE","Adelie"
"628","Dream",38.2,17.05,188.5,3362.5,"FEMALE","Adelie"
"629","Biscoe",35.95,16.55,185,3575,"FEMALE","Adelie"
"630","Torgersen",37.35,18.05,190,3637.5,"FEMALE","Adelie"
"631","Torgersen",35.75,17.5,186.5,3162.5,"FEMALE","Adelie"
"632","Torgersen",38.4,18.55,189,3675,"FEMALE","Adelie"
"633","Torgersen",35.6,18.5,188,3750,"FEMALE","Adelie"
"634","Biscoe",39.25,16.55,191,3275,"FEMALE","Adelie"
"635","Torgersen",38.65,17.85,190.5,3700,"FEMALE","Adelie"
"636","Dream",37.55,16.75,189.5,3112.5,"FEMALE","Adelie"
"637","Dream",38.35,17,190,3450,"FEMALE","Adelie"
"638","Dream",36.5,17.65,183,3387.5,"FEMALE","Adelie"
"639","Torgersen",35.25,17.05,184.5,3475,"FEMALE","Adelie"
"640","Biscoe",36.15,17.65,194,3350,"FEMALE","Adelie"
"641","Torgersen",37.35,17.25,190,3350,"FEMALE","Adelie"
"642","Dream",37.8,16.85,187.5,3575,"FEMALE","Adelie"
"643","Biscoe",38.2,17.75,189.5,3750,"FEMALE","Adelie"
"644","Biscoe",36.6,17.9,184,3312.5,"FEMALE","Adelie"
"645","Dream",38.4,17.45,188.5,3175,"FEMALE","Adelie"
"646","Torgersen",36.2,17.4,194,3225,"FEMALE","Adelie"
"647","Biscoe",38.8,16.9,192,2875,"FEMALE","Adelie"
"648","Dream",36.65,16.85,189.5,3525,"FEMALE","Adelie"
"649","Dream",36,16.6,187.5,3287.5,"FEMALE","Adelie"
"650","Torgersen",35.45,19.85,183.5,3525,"FEMALE","Adelie"
"651","Torgersen",38.7,17.75,193,3500,"FEMALE","Adelie"
"652","Biscoe",37.55,17.35,175,3412.5,"FEMALE","Adelie"
"653","Torgersen",37.15,17.1,185.5,3625,"FEMALE","Adelie"
"654","Torgersen",36.2,17.45,187.5,3475,"FEMALE","Adelie"
"655","Torgersen",40.05,18.75,191,3275,"FEMALE","Adelie"
"656","Dream",37.85,16.5,187,3187.5,"FEMALE","Adelie"
"657","Torgersen",37.85,16.75,189,3275,"FEMALE","Adelie"
"658","Dream",35.75,17.8,193.5,3325,"FEMALE","Adelie"
"659","Dream",37.75,17.15,182.5,3537.5,"FEMALE","Adelie"
"660","Torgersen",39.2,17.25,185.5,3450,"FEMALE","Adelie"
"661","Torgersen",39.25,18.4,188,3600,"FEMALE","Adelie"
"662","Dream",36.1,18.5,185.5,3287.5,"FEMALE","Adelie"
"663","Torgersen",36.6,17.3,191,3225,"FEMALE","Adelie"
"664","Torgersen",38.5,16.65,192,3100,"FEMALE","Adelie"
"665","Dream",34.9,16.7,193,3400,"FEMALE","Adelie"
"666","Biscoe",35.55,18.1,187,3475,"FEMALE","Adelie"
"667","Torgersen",40.95,16.8,183,3212.5,"FEMALE","Adelie"
"668","Dream",37.85,17.9,183.5,3750,"FEMALE","Adelie"
"669","Dream",34.4,16.85,192,3575,"FEMALE","Adelie"
"670","Biscoe",38.35,17.65,191,3125,"FEMALE","Adelie"
"671","Torgersen",36.3,17.95,182.5,3625,"FEMALE","Adelie"
"672","Torgersen",37.95,17.05,190.5,3312.5,"FEMALE","Adelie"
"673","Dream",37.8,17.2,186.5,3287.5,"FEMALE","Adelie"
"674","Biscoe",38.3,17.65,189,3462.5,"FEMALE","Adelie"
"675","Torgersen",36.9,18.4,198.5,3300,"FEMALE","Adelie"
"676","Dream",38.2,18.15,191,3300,"FEMALE","Adelie"
"677","Dream",37.05,18.5,188,3512.5,"FEMALE","Adelie"
"678","Dream",35.7,17.4,188,3225,"FEMALE","Adelie"
"679","Dream",37.25,17.6,186.5,3650,"FEMALE","Adelie"
"680","Dream",39.1,18.05,185,3625,"FEMALE","Adelie"
"681","Biscoe",36.3,18.45,189,3275,"FEMALE","Adelie"
"682","Dream",37.2,17.9,186,3537.5,"FEMALE","Adelie"
"683","Biscoe",36.6,16.55,176.5,3375,"FEMALE","Adelie"
"684","Dream",36.2,17.5,188,3462.5,"FEMALE","Adelie"
"685","Torgersen",37.25,16.75,188.5,3175,"FEMALE","Adelie"
"686","Biscoe",36,18.35,194,3462.5,"FEMALE","Adelie"
"687","Biscoe",37.1,17.4,187,3687.5,"FEMALE","Adelie"
"688","Dream",35.5,18.85,180.5,3300,"FEMALE","Adelie"
"689","Biscoe",34.05,17.6,179.5,3450,"FEMALE","Adelie"
"690","Biscoe",37.95,17.3,188,3375,"FEMALE","Adelie"
"691","Dream",37.45,16.8,189,3512.5,"FEMALE","Adelie"
"692","Biscoe",36.4,18.75,181.5,3275,"FEMALE","Adelie"
"693","Dream",37.8,17.15,189.5,3275,"FEMALE","Adelie"
"694","Biscoe",35.05,17.25,191,3175,"FEMALE","Adelie"
"695","Biscoe",36.2,18.2,180,3400,"FEMALE","Adelie"
"696","Biscoe",38.9,17.55,187.5,3112.5,"FEMALE","Adelie"
"697","Dream",37.4,18.15,187,3400,"FEMALE","Adelie"
"698","Torgersen",37,18.35,187,3275,"FEMALE","Adelie"
"699","Biscoe",34.15,17.2,191.5,3200,"FEMALE","Adelie"
"700","Dream",37.75,18.25,186,3587.5,"FEMALE","Adelie"
"701","Biscoe",39.05,16.4,182.5,3475,"FEMALE","Adelie"
"702","Torgersen",38.3,16.65,191,3400,"FEMALE","Adelie"
"703","Dream",34.8,16.85,186,3225,"FEMALE","Adelie"
"704","Dream",37.7,18.2,185.5,3300,"FEMALE","Adelie"
"705","Torgersen",36.15,17.35,179.5,3712.5,"FEMALE","Adelie"
"706","Biscoe",37.75,17.7,188.5,3462.5,"FEMALE","Adelie"
"707","Dream",38.4,18.05,188.5,3687.5,"FEMALE","Adelie"
"708","Dream",35.25,17.4,189,3225,"FEMALE","Adelie"
"709","Biscoe",37.5,16.8,185,3100,"FEMALE","Adelie"
"710","Dream",38.55,18.25,185,3062.5,"FEMALE","Adelie"
"711","Dream",37.7,18.15,188,3375,"FEMALE","Adelie"
"712","Biscoe",37.1,16.75,185.5,3437.5,"FEMALE","Adelie"
"713","Dream",38.45,18.3,189,3375,"FEMALE","Adelie"
"714","Torgersen",35.95,17.8,188,3212.5,"FEMALE","Adelie"
"715","Torgersen",38.15,17.5,189,3350,"FEMALE","Adelie"
"716","Dream",37.75,17.15,181.5,3550,"FEMALE","Adelie"
"717","Torgersen",37.25,16.95,188.5,3450,"FEMALE","Adelie"
"718","Biscoe",39.35,18.4,190,3200,"FEMALE","Adelie"
"719","Biscoe",35.6,17.9,188,3325,"FEMALE","Adelie"
"720","Dream",37.95,17.3,190,3375,"FEMALE","Adelie"
"721","Torgersen",38.45,17.9,187,3550,"FEMALE","Adelie"
"722","Dream",38,17.15,187.5,3600,"FEMALE","Adelie"
"723","Dream",38.1,18.35,194.5,3050,"FEMALE","Adelie"
"724","Biscoe",35,17.15,185,3525,"FEMALE","Adelie"
"725","Biscoe",37.8,18.1,186,3525,"FEMALE","Adelie"
"726","Torgersen",36.35,17.5,185,3425,"FEMALE","Adelie"
"727","Dream",35.65,16.9,186,3150,"FEMALE","Adelie"
"728","Torgersen",36.9,18.2,192,3112.5,"FEMALE","Adelie"
"729","Biscoe",37.9,18.15,191.5,3500,"FEMALE","Adelie"
"730","Torgersen",37.55,16.75,187,3200,"FEMALE","Adelie"
"731","Dream",37.6,17.8,188,3375,"FEMALE","Adelie"
"732","Dream",37.05,17.85,186.5,3050,"FEMALE","Adelie"
"733","Biscoe",35.5,17.65,185,3387.5,"FEMALE","Adelie"
"734","Torgersen",37.1,16.25,183,3562.5,"FEMALE","Adelie"
"735","Torgersen",36.9,18.25,191,3575,"FEMALE","Adelie"
"736","Biscoe",36.6,17.45,188,3700,"FEMALE","Adelie"
"737","Torgersen",35.7,17.45,189,3700,"FEMALE","Adelie"
"738","Biscoe",39.5,18.15,189.5,3400,"FEMALE","Adelie"
"739","Biscoe",35.6,16,189,3650,"FEMALE","Adelie"
"740","Dream",37.25,17.4,188.5,3250,"FEMALE","Adelie"
"741","Dream",36.55,18.65,189,3650,"FEMALE","Adelie"
"742","Torgersen",37.6,17.15,186,3300,"FEMALE","Adelie"
"743","Biscoe",37.75,17,188,3300,"FEMALE","Adelie"
"744","Dream",36.8,16.35,185,3175,"FEMALE","Adelie"
"745","Dream",36.4,17.35,181,3175,"FEMALE","Adelie"
"746","Dream",39.65,17.9,190,3600,"FEMALE","Adelie"
"747","Biscoe",37.65,18.45,192,3500,"FEMALE","Adelie"
"748","Torgersen",35.95,16.8,192,3450,"FEMALE","Adelie"
"749","Dream",37.85,16.55,185.5,3600,"FEMALE","Adelie"
"750","Torgersen",36.45,16.5,189,3500,"FEMALE","Adelie"
"751","Torgersen",38,16.9,186,3437.5,"FEMALE","Adelie"
"752","Biscoe",38.8,17.25,188,3500,"FEMALE","Adelie"
"753","Dream",36.85,16.1,187.5,3225,"FEMALE","Adelie"
"754","Dream",35.7,16.5,189,3412.5,"FEMALE","Adelie"
"755","Torgersen",40.35,17.15,189,3650,"FEMALE","Adelie"
"756","Dream",34.75,17.15,188.5,3237.5,"FEMALE","Adelie"
"757","Biscoe",35.35,17.2,187,3150,"FEMALE","Adelie"
"758","Dream",36.75,15.95,189,3025,"FEMALE","Adelie"
"759","Biscoe",38.55,17.5,188,3300,"FEMALE","Adelie"
"760","Biscoe",39.6,17.4,180.5,3125,"FEMALE","Adelie"
"761","Biscoe",36.55,17.05,182,3275,"FEMALE","Adelie"
"762","Dream",37.25,16.9,188,3500,"FEMALE","Adelie"
"763","Torgersen",36.7,17.1,190,3325,"FEMALE","Adelie"
"764","Biscoe",37.75,17.65,184,3100,"FEMALE","Adelie"
"765","Biscoe",36.75,17.4,183.5,3037.5,"FEMALE","Adelie"
"766","Torgersen",35.75,18.4,179.5,3162.5,"FEMALE","Adelie"
"767","Torgersen",36,18.25,190,3450,"FEMALE","Adelie"
"768","Torgersen",40.6,18.3,187.5,3175,"FEMALE","Adelie"
"769","Dream",38.45,16.95,188,3700,"FEMALE","Adelie"
"770","Dream",36.9,16.95,194.5,3325,"FEMALE","Adelie"
"771","Biscoe",34.9,17.55,185.5,3675,"FEMALE","Adelie"
"772","Dream",39.5,19.95,188,3200,"FEMALE","Adelie"
"773","Dream",40.05,17.3,187,3400,"FEMALE","Adelie"
"774","Biscoe",37,17.95,184.5,3275,"FEMALE","Adelie"
"775","Biscoe",35.45,19,191,3462.5,"FEMALE","Adelie"
"776","Torgersen",37.8,17.6,186,3387.5,"FEMALE","Adelie"
"777","Torgersen",35.65,18.35,198.5,3612.5,"FEMALE","Adelie"
"778","Torgersen",37.45,17.35,189.5,3425,"FEMALE","Adelie"
"779","Biscoe",38.05,16.8,183.5,3400,"FEMALE","Adelie"
"780","Torgersen",35.85,18.1,185.5,3400,"FEMALE","Adelie"
"781","Dream",35.95,18.65,186,3200,"FEMALE","Adelie"
