"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species"
"414","Dream",39.35,18.8,189,3625,"MALE","Adelie"
"415","Torgersen",41.7,18.05,196.5,4075,"MALE","Adelie"
"416","Dream",40.4,19.9,192,3700,"MALE","Adelie"
"417","Biscoe",36.7,19.3,190,4100,"MALE","Adelie"
"418","Dream",43.45,19.8,203,3850,"MALE","Adelie"
"419","Dream",43.65,18.25,193.5,3875,"MALE","Adelie"
"420","Dream",38.9,18.65,193.5,4375,"MALE","Adelie"
"421","Biscoe",38.45,18.65,196.5,4487.5,"MALE","Adelie"
"422","Dream",39.85,18.9,193,3975,"MALE","Adelie"
"423","Dream",41.65,18,191,4200,"MALE","Adelie"
"424","Dream",40.05,20.15,199,4150,"MALE","Adelie"
"425","Torgersen",40.95,20,195,3687.5,"MALE","Adelie"
"426","Dream",44.55,19.15,184,3850,"MALE","Adelie"
"427","Dream",38.25,18.9,195,4137.5,"MALE","Adelie"
"428","Biscoe",42.55,18.85,189.5,3850,"MALE","Adelie"
"429","Biscoe",39.1,19.2,190,4000,"MALE","Adelie"
"430","Dream",41.15,19.1,196,4075,"MALE","Adelie"
"431","Dream",39.85,20.1,188,3525,"MALE","Adelie"
"432","Dream",38,19.65,195.5,4650,"MALE","Adelie"
"433","Torgersen",39.65,19.6,190.5,4325,"MALE","Adelie"
"434","Dream",39.85,18.95,187.5,4175,"MALE","Adelie"
"435","Torgersen",40.85,18.95,202.5,4037.5,"MALE","Adelie"
"436","Torgersen",43.15,20.05,194,3825,"MALE","Adelie"
"437","Biscoe",40.05,18.55,197,4175,"MALE","Adelie"
"438","Torgersen",40.15,19.15,191.5,3950,"MALE","Adelie"
"439","Dream",39.95,19.6,197.5,3975,"MALE","Adelie"
"440","Dream",38.2,20.7,190.5,4500,"MALE","Adelie"
"441","Torgersen",38.45,19.25,181.5,3637.5,"MALE","Adelie"
"442","Biscoe",42.45,19.05,189.5,4112.5,"MALE","Adelie"
"443","Biscoe",41.65,18.55,193,4450,"MALE","Adelie"
"444","Dream",40.55,18,190.5,3950,"MALE","Adelie"
"445","Dream",39.45,18.8,199,4225,"MALE","Adelie"
"446","Torgersen",39.4,18.5,196,4200,"MALE","Adelie"
"447","Torgersen",41.35,19.6,191,3950,"MALE","Adelie"
"448","Torgersen",38.7,18.15,192.5,3950,"MALE","Adelie"
"449","Biscoe",38.95,20.7,194,3612.5,"MALE","Adelie"
"450","Biscoe",38.8,19.65,196,4300,"MALE","Adelie"
"451","Torgersen",38.05,20,198.5,4137.5,"MALE","Adelie"
"452","Dream",43.6,18.25,190.5,3862.5,"MALE","Adelie"
"453","Torgersen",39.25,19.4,188.5,3750,"MALE","Adelie"
"454","Dream",39.65,18.8,196,4200,"MALE","Adelie"
"455","Dream",39.45,18.5,200,4075,"MALE","Adelie"
"456","Biscoe",39.75,18.85,193.5,3462.5,"MALE","Adelie"
"457","Torgersen",41,19.5,193.5,4287.5,"MALE","Adelie"
"458","Dream",39,18.8,195,3987.5,"MALE","Adelie"
"459","Biscoe",38.05,20.65,184,3825,"MALE","Adelie"
"460","Torgersen",37.95,18.4,188,3900,"MALE","Adelie"
"461","Torgersen",39.4,18.55,195,3775,"MALE","Adelie"
"462","Torgersen",40.7,18.8,196,3800,"MALE","Adelie"
"463","Torgersen",39.85,19.2,193,3937.5,"MALE","Adelie"
"464","Dream",39.25,20.5,195.5,4100,"MALE","Adelie"
"465","Biscoe",37.85,19.8,190,3875,"MALE","Adelie"
"466","Biscoe",41.05,19,189.5,3975,"MALE","Adelie"
"467","Biscoe",42.05,17.6,193.5,3600,"MALE","Adelie"
"468","Dream",37.35,18.4,190,3800,"MALE","Adelie"
"469","Torgersen",39,19.05,185.5,4237.5,"MALE","Adelie"
"470","Torgersen",43.45,18.15,195.5,3900,"MALE","Adelie"
"471","Torgersen",40.05,19.85,196,4050,"MALE","Adelie"
"472","Biscoe",42,19.65,195.5,4200,"MALE","Adelie"
"473","Dream",38.2,19.3,195,4025,"MALE","Adelie"
"474","Biscoe",41.1,19.65,192.5,4512.5,"MALE","Adelie"
"475","Dream",40.5,19.9,185.5,3900,"MALE","Adelie"
"476","Dream",42.2,19.6,195,4275,"MALE","Adelie"
"477","Dream",39.2,18.55,190,4300,"MALE","Adelie"
"478","Biscoe",40.75,17.95,192,3700,"MALE","Adelie"
"479","Torgersen",40.65,18.8,191,4275,"MALE","Adelie"
"480","Biscoe",38.95,17.85,197,3987.5,"MALE","Adelie"
"481","Torgersen",40.15,19.35,193.5,4050,"MALE","Adelie"
"482","Torgersen",39.95,19.95,190.5,4025,"MALE","Adelie"
"483","Dream",40.35,18.05,181,4025,"MALE","Adelie"
"484","Dream",38.05,19.65,185,3900,"MALE","Adelie"
"485","Torgersen",41.3,17.65,185.5,3825,"MALE","Adelie"
"486","Torgersen",40.15,19.1,198,4150,"MALE","Adelie"
"487","Dream",41.6,18.5,193,3875,"MALE","Adelie"
"488","Dream",41.35,20.35,191,4050,"MALE","Adelie"
"489","Dream",37.8,19.85,192.5,3700,"MALE","Adelie"
"490","Biscoe",40.15,19.4,195,4125,"MALE","Adelie"
"491","Dream",40.75,17.65,192,3875,"MALE","Adelie"
"492","Torgersen",41.35,19.8,190,4537.5,"MALE","Adelie"
"493","Torgersen",41.85,18.25,194.5,4437.5,"MALE","Adelie"
"494","Torgersen",39.5,18.5,193,4000,"MALE","Adelie"
"495","Dream",41.75,19.35,192,3625,"MALE","Adelie"
"496","Dream",40.8,18.55,197.5,4175,"MALE","Adelie"
"497","Dream",39.4,18,188.5,4337.5,"MALE","Adelie"
"498","Torgersen",40.45,18.2,190,4437.5,"MALE","Adelie"
"499","Torgersen",39.75,19.35,191,4337.5,"MALE","Adelie"
"500","Torgersen",41.2,18.95,189.5,4125,"MALE","Adelie"
"501","Biscoe",40.65,18.55,180.5,4412.5,"MALE","Adelie"
"502","Torgersen",36.9,18.85,195.5,3850,"MALE","Adelie"
"503","Biscoe",39.9,18.05,195.5,4300,"MALE","Adelie"
"504","Torgersen",38.95,19.1,193.5,4087.5,"MALE","Adelie"
"505","Dream",36.85,19.75,200,4237.5,"MALE","Adelie"
"506","Biscoe",41.45,18.85,191,4212.5,"MALE","Adelie"
"507","Torgersen",42.25,18.55,192.5,3625,"MALE","Adelie"
"508","Dream",42,19.6,193,3900,"MALE","Adelie"
"509","Torgersen",41.95,19.85,185.5,4225,"MALE","Adelie"
"510","Dream",41.1,19.45,199,4425,"MALE","Adelie"
"511","Biscoe",39.5,19.45,185.5,3950,"MALE","Adelie"
"512","Torgersen",39.45,19.2,194.5,4037.5,"MALE","Adelie"
"513","Biscoe",38.9,18.35,192.5,4187.5,"MALE","Adelie"
"514","Torgersen",41.4,18.35,190.5,3937.5,"MALE","Adelie"
"515","Torgersen",43.2,18.85,194.5,3625,"MALE","Adelie"
"516","Biscoe",41.1,18.65,196,4075,"MALE","Adelie"
"517","Torgersen",40.35,18.25,189,4487.5,"MALE","Adelie"
"518","Dream",42.1,19.7,185,4150,"MALE","Adelie"
"519","Biscoe",39.05,18.95,190,4587.5,"MALE","Adelie"
"520","Torgersen",40.2,19.15,195,3887.5,"MALE","Adelie"
"521","Biscoe",38.15,20.25,194.5,4300,"MALE","Adelie"
"522","Dream",37.75,18.5,199,3800,"MALE","Adelie"
"523","Dream",39.1,19.7,204.5,3800,"MALE","Adelie"
"524","Dream",42.95,20.55,193,4050,"MALE","Adelie"
"525","Biscoe",39.4,18.4,189.5,4087.5,"MALE","Adelie"
"526","Dream",41.15,17.95,187,3975,"MALE","Adelie"
"527","Biscoe",41.9,18.7,194.5,4550,"MALE","Adelie"
"528","Torgersen",40.6,19.35,195,3750,"MALE","Adelie"
"529","Torgersen",40.6,20.25,195,3575,"MALE","Adelie"
"530","Torgersen",36.4,20,185.5,3787.5,"MALE","Adelie"
"531","Biscoe",39.75,19.2,206,3875,"MALE","Adelie"
"532","Biscoe",40.15,20.3,196,3700,"MALE","Adelie"
"533","Torgersen",41,18.5,191,4375,"MALE","Adelie"
"534","Dream",40.95,18.9,197,4150,"MALE","Adelie"
"535","Torgersen",41.15,18.75,189.5,4100,"MALE","Adelie"
"536","Torgersen",39,19.7,199.5,4350,"MALE","Adelie"
"537","Dream",39.75,18.2,201.5,3987.5,"MALE","Adelie"
"538","Biscoe",41.1,18.2,195,3900,"MALE","Adelie"
"539","Biscoe",42.8,19,190,4175,"MALE","Adelie"
"540","Biscoe",41.45,19.9,191.5,4000,"MALE","Adelie"
"541","Torgersen",39.65,17.35,192,4150,"MALE","Adelie"
"542","Biscoe",40.35,18.85,195,3775,"MALE","Adelie"
"543","Dream",42.4,18.35,197,4025,"MALE","Adelie"
"544","Torgersen",43.05,18.65,194.5,3987.5,"MALE","Adelie"
"545","Torgersen",40.75,18.9,196,4225,"MALE","Adelie"
"546","Torgersen",39.65,19.6,195.5,4300,"MALE","Adelie"
"547","Torgersen",41.05,19.25,196,3700,"MALE","Adelie"
"548","Dream",37.45,18.6,188,3800,"MALE","Adelie"
"549","Dream",40.65,18.6,191,3800,"MALE","Adelie"
"550","Biscoe",40.2,19.7,194,4125,"MALE","Adelie"
"551","Dream",42.2,19.15,188,4475,"MALE","Adelie"
"552","Biscoe",39.5,19.3,191.5,3600,"MALE","Adelie"
"553","Dream",40.2,18.2,196.5,4300,"MALE","Adelie"
"554","Dream",38.9,19.05,193.5,4137.5,"MALE","Adelie"
"555","Biscoe",41.85,19.05,180,4225,"MALE","Adelie"
"556","Dream",42.45,18.7,194,4225,"MALE","Adelie"
"557","Biscoe",40.5,18.8,187.5,4537.5,"MALE","Adelie"
"558","Torgersen",39.65,20,204,3837.5,"MALE","Adelie"
"559","Biscoe",38.8,20.3,197.5,3887.5,"MALE","Adelie"
"560","Torgersen",40.35,19,191.5,4450,"MALE","Adelie"
"561","Biscoe",37.2,18.6,185,4025,"MALE","Adelie"
"562","Torgersen",39.65,19.05,191.5,4050,"MALE","Adelie"
"563","Biscoe",39.3,19.3,191.5,4075,"MALE","Adelie"
"564","Torgersen",39.8,18.6,197.5,4125,"MALE","Adelie"
"565","Dream",40.8,18.8,189,4500,"MALE","Adelie"
"566","Biscoe",39.8,19.25,190.5,4100,"MALE","Adelie"
"567","Torgersen",41,19.85,191,3800,"MALE","Adelie"
"568","Torgersen",42.15,20.3,187.5,3875,"MALE","Adelie"
"569","Biscoe",39.4,18.65,189.5,4287.5,"MALE","Adelie"
"570","Torgersen",40.6,19.8,196.5,4200,"MALE","Adelie"
"571","Dream",41.1,18.25,185.5,3875,"MALE","Adelie"
"572","Torgersen",41.3,18.5,195,4237.5,"MALE","Adelie"
"573","Biscoe",43.5,20,196.5,3875,"MALE","Adelie"
"574","Biscoe",39.3,18.45,195,4300,"MALE","Adelie"
"575","Dream",39.4,18.75,191.5,3975,"MALE","Adelie"
"576","Torgersen",42.25,20.1,182.5,4337.5,"MALE","Adelie"
"577","Dream",39.85,19.5,193,4162.5,"MALE","Adelie"
"578","Torgersen",41.3,19.25,206,3850,"MALE","Adelie"
"579","Dream",41.1,19.75,192,4050,"MALE","Adelie"
"580","Dream",40.25,19.55,191,4050,"MALE","Adelie"
"581","Dream",39.6,19.15,191.5,4462.5,"MALE","Adelie"
"582","Biscoe",40.6,19.05,203,4100,"MALE","Adelie"
"583","Dream",37.75,19.05,190,4462.5,"MALE","Adelie"
"584","Dream",39.6,19.65,192,3750,"MALE","Adelie"
"585","Dream",42.1,18.45,189,4487.5,"MALE","Adelie"
"586","Dream",40.1,20.15,196.5,3625,"MALE","Adelie"
"587","Torgersen",43.65,19.8,199.5,3937.5,"MALE","Adelie"
"588","Dream",41.1,18.5,199,4075,"MALE","Adelie"
"589","Dream",43.45,20.05,191,3975,"MALE","Adelie"
"590","Torgersen",40.8,19.05,193.5,4100,"MALE","Adelie"
"591","Torgersen",39.55,18.35,194.5,4550,"MALE","Adelie"
"592","Biscoe",38.95,19.15,189.5,3950,"MALE","Adelie"
"593","Torgersen",40.6,19.75,197,3950,"MALE","Adelie"
"594","Torgersen",39,18.55,201,3925,"MALE","Adelie"
"595","Biscoe",40.9,17.95,196,4425,"MALE","Adelie"
"596","Biscoe",41.1,19.3,197,4200,"MALE","Adelie"
"597","Biscoe",41.05,19.7,192.5,4175,"MALE","Adelie"
"598","Biscoe",38.05,19.2,190.5,4487.5,"MALE","Adelie"
"599","Torgersen",38,18.6,195.5,4250,"MALE","Adelie"
"600","Biscoe",40.6,19.5,194,4225,"MALE","Adelie"
"601","Torgersen",39.35,18.45,184.5,3925,"MALE","Adelie"
"602","Biscoe",39.1,18.75,193.5,4250,"MALE","Adelie"
"603","Torgersen",37.15,18.5,191.5,3875,"MALE","Adelie"
"604","Torgersen",40.45,18.5,196.5,4137.5,"MALE","Adelie"
"605","Biscoe",40.45,20.1,197.5,4387.5,"MALE","Adelie"
"606","Torgersen",40.3,20.75,194,4187.5,"MALE","Adelie"
"607","Dream",45.8,18.6,197.5,3712.5,"MALE","Adelie"
"608","Torgersen",38.9,19.05,193,3712.5,"MALE","Adelie"
"609","Torgersen",40.5,18.25,189,4350,"MALE","Adelie"
"610","Dream",39.85,19.3,196,3875,"MALE","Adelie"
"611","Dream",40.4,19.35,194,3900,"MALE","Adelie"
"612","Biscoe",38.9,19.45,195,3837.5,"MALE","Adelie"
"613","Biscoe",37.4,19,199.5,3875,"MALE","Adelie"
"614","Biscoe",39.1,19.65,191.5,4112.5,"MALE","Adelie"
"615","Biscoe",41.25,18.4,190.5,4050,"MALE","Adelie"
"616","Torgersen",43.15,17.55,191,4187.5,"MALE","Adelie"
"617","Torgersen",39.15,19.2,197.5,4125,"MALE","Adelie"
"618","Dream",41.9,19.25,198,3937.5,"MALE","Adelie"
"619","Dream",40.05,18.1,194,3850,"MALE","Adelie"
"620","Biscoe",38.85,18,201,3862.5,"MALE","Adelie"
"621","Torgersen",40.15,18.75,188,3675,"MALE","Adelie"
"622","Biscoe",41.85,18.35,187,4075,"MALE","Adelie"
"623","Biscoe",38.05,19.4,194,3862.5,"MALE","Adelie"
"624","Dream",41,20.3,196.5,4275,"MALE","Adelie"
"625","Biscoe",38.9,17.65,186.5,4075,"MALE","Adelie"
"626","Torgersen",41.05,18.2,188.5,4087.5,"MALE","Adelie"
"627","Torgersen",43.55,19.05,195,3625,"MALE","Adelie"
"628","Dream",41.15,18.95,195.5,4275,"MALE","Adelie"
"629","Dream",42.6,19.15,195,3900,"MALE","Adelie"
"630","Torgersen",38.3,18.25,195,3875,"MALE","Adelie"
"631","Dream",42.1,18.9,187.5,4050,"MALE","Adelie"
"632","Dream",40.4,19.55,187.5,3925,"MALE","Adelie"
"633","Biscoe",40.2,19.8,194,3962.5,"MALE","Adelie"
"634","Biscoe",40.25,19.5,200.5,4500,"MALE","Adelie"
"635","Torgersen",37.4,20,191,4100,"MALE","Adelie"
"636","Dream",41.35,20.1,195.5,4250,"MALE","Adelie"
"637","Dream",39.15,18.85,188.5,3912.5,"MALE","Adelie"
"638","Torgersen",38.7,19.2,199,4225,"MALE","Adelie"
"639","Biscoe",40.55,18.05,205,3487.5,"MALE","Adelie"
"640","Dream",42,18.55,193,3762.5,"MALE","Adelie"
"641","Torgersen",42.45,19.8,195.5,3900,"MALE","Adelie"
"642","Torgersen",38.5,18.25,191.5,4050,"MALE","Adelie"
"643","Torgersen",39.45,18.8,190.5,4012.5,"MALE","Adelie"
"644","Torgersen",41.3,18.05,192,4425,"MALE","Adelie"
"645","Biscoe",41.4,18,192,4150,"MALE","Adelie"
"646","Dream",40.8,17.35,201.5,3750,"MALE","Adelie"
"647","Torgersen",41.6,17.95,187,4250,"MALE","Adelie"
"648","Dream",40.85,20.05,194,4250,"MALE","Adelie"
"649","Biscoe",38.35,18.75,195,4275,"MALE","Adelie"
"650","Dream",40.9,18.8,187.5,3987.5,"MALE","Adelie"
"651","Biscoe",40.1,18.3,193,4100,"MALE","Adelie"
"652","Torgersen",38.6,18.9,196.5,4187.5,"MALE","Adelie"
"653","Biscoe",38.95,19.8,195,4000,"MALE","Adelie"
"654","Torgersen",41.9,18.95,188.5,4425,"MALE","Adelie"
"655","Dream",39.7,18.6,198.5,3875,"MALE","Adelie"
"656","Torgersen",38,19.3,194,4075,"MALE","Adelie"
"657","Biscoe",36.45,19.75,184.5,3737.5,"MALE","Adelie"
"658","Biscoe",40.15,18.8,195,3875,"MALE","Adelie"
"659","Dream",38.25,18.3,192.5,4225,"MALE","Adelie"
"660","Biscoe",41.2,19.7,187.5,4412.5,"MALE","Adelie"
"661","Dream",40.45,19.5,194.5,3775,"MALE","Adelie"
"662","Biscoe",41.65,19.25,195.5,4200,"MALE","Adelie"
"663","Biscoe",39.15,19.65,189,3912.5,"MALE","Adelie"
"664","Biscoe",37.5,19.2,192.5,4525,"MALE","Adelie"
"665","Biscoe",37.5,18.75,188.5,3900,"MALE","Adelie"
"666","Dream",40.35,19.6,192,4125,"MALE","Adelie"
"667","Torgersen",38.85,18.3,203,4225,"MALE","Adelie"
"668","Torgersen",35.7,19.1,189,4150,"MALE","Adelie"
"669","Dream",39.1,18.05,198,3700,"MALE","Adelie"
"670","Torgersen",38.05,18.75,186.5,4187.5,"MALE","Adelie"
"671","Dream",38.6,19.15,195.5,3562.5,"MALE","Adelie"
"672","Torgersen",39.15,18.75,205,4150,"MALE","Adelie"
"673","Biscoe",40.2,18.2,193,3512.5,"MALE","Adelie"
"674","Dream",42.45,19.85,196.5,4100,"MALE","Adelie"
"675","Dream",41.25,17.95,192.5,4100,"MALE","Adelie"
"676","Dream",40.75,18.5,191,4100,"MALE","Adelie"
"677","Dream",41.45,18.25,200.5,4350,"MALE","Adelie"
"678","Dream",41.75,19.1,196,4400,"MALE","Adelie"
"679","Torgersen",42.2,19.65,188,3975,"MALE","Adelie"
"680","Torgersen",39.7,19.3,196,4350,"MALE","Adelie"
"681","Dream",41.95,20.55,193,4450,"MALE","Adelie"
"682","Biscoe",41.2,18.15,195.5,4112.5,"MALE","Adelie"
"683","Biscoe",41.75,18.8,193.5,4037.5,"MALE","Adelie"
"684","Dream",41.05,18.85,203,4000,"MALE","Adelie"
"685","Torgersen",44.25,18.95,183.5,3700,"MALE","Adelie"
"686","Biscoe",40.1,20.1,194,4275,"MALE","Adelie"
"687","Biscoe",42.5,19.8,189.5,4100,"MALE","Adelie"
"688","Dream",38.45,19.55,187,4125,"MALE","Adelie"
"689","Dream",43.55,18.95,196,4300,"MALE","Adelie"
"690","Torgersen",40.9,19.5,185.5,3862.5,"MALE","Adelie"
"691","Torgersen",40.5,18.6,192,3837.5,"MALE","Adelie"
"692","Dream",40.6,21.1,194,3762.5,"MALE","Adelie"
"693","Dream",43.55,20.55,191.5,3850,"MALE","Adelie"
"694","Biscoe",40.8,19.7,193,4125,"MALE","Adelie"
"695","Biscoe",37.7,18.75,197,4675,"MALE","Adelie"
"696","Biscoe",41.35,19.05,191,3875,"MALE","Adelie"
"697","Dream",38.9,18.05,193,3800,"MALE","Adelie"
"698","Dream",41.65,18.75,193,3987.5,"MALE","Adelie"
"699","Dream",41.4,19.5,186.5,4175,"MALE","Adelie"
"700","Dream",39.65,17.8,191.5,4400,"MALE","Adelie"
"701","Dream",35.45,18.75,194.5,4100,"MALE","Adelie"
"702","Torgersen",40.25,18.75,186,4337.5,"MALE","Adelie"
"703","Biscoe",39.05,19.5,193.5,3962.5,"MALE","Adelie"
"704","Dream",39.85,20.05,185,4462.5,"MALE","Adelie"
"705","Dream",39.35,20.65,194,3650,"MALE","Adelie"
"706","Torgersen",42.35,19.25,185.5,3925,"MALE","Adelie"
"707","Torgersen",42.75,19.15,192,4200,"MALE","Adelie"
"708","Torgersen",38.95,18.75,188,3975,"MALE","Adelie"
"709","Biscoe",38.1,20.05,190.5,4350,"MALE","Adelie"
"710","Torgersen",37.75,20.6,199,4100,"MALE","Adelie"
"711","Biscoe",40.95,19.05,190,4537.5,"MALE","Adelie"
"712","Torgersen",37.4,19.45,193.5,4300,"MALE","Adelie"
"713","Dream",39.3,19.3,192,3650,"MALE","Adelie"
"714","Torgersen",38,17.4,193.5,3725,"MALE","Adelie"
"715","Torgersen",39.95,19.3,189.5,4175,"MALE","Adelie"
"716","Dream",38.5,18.15,192,4250,"MALE","Adelie"
"717","Dream",38.9,19.3,192.5,4375,"MALE","Adelie"
"718","Torgersen",40.65,18.6,192.5,4050,"MALE","Adelie"
"719","Dream",43.2,19,193,4300,"MALE","Adelie"
"720","Torgersen",42.7,19.8,196.5,4562.5,"MALE","Adelie"
"721","Torgersen",44.55,17.75,193.5,4637.5,"MALE","Adelie"
"722","Dream",39.45,19.8,196,4250,"MALE","Adelie"
"723","Dream",41.4,19.15,187.5,4450,"MALE","Adelie"
"724","Dream",41.6,17.55,193,3825,"MALE","Adelie"
"725","Dream",38.1,19,193,4000,"MALE","Adelie"
"726","Dream",42.4,18.7,188.5,4137.5,"MALE","Adelie"
"727","Dream",40,18.85,192,4025,"MALE","Adelie"
"728","Dream",39.75,19.4,191,4025,"MALE","Adelie"
"729","Biscoe",38,18.35,196,4150,"MALE","Adelie"
"730","Dream",40.85,19.55,196,3650,"MALE","Adelie"
"731","Dream",40.8,18.35,197,3800,"MALE","Adelie"
"732","Dream",38.6,18.95,193,3800,"MALE","Adelie"
"733","Biscoe",42.4,18.9,184,4100,"MALE","Adelie"
"734","Dream",41.55,19.3,195,4425,"MALE","Adelie"
"735","Dream",39.5,19.3,192,4025,"MALE","Adelie"
"736","Biscoe",38.45,19.6,195.5,4025,"MALE","Adelie"
"737","Biscoe",39.95,18.8,188.5,4012.5,"MALE","Adelie"
"738","Torgersen",41.3,19.9,196,3862.5,"MALE","Adelie"
"739","Biscoe",38.7,19.55,204,4750,"MALE","Adelie"
"740","Dream",40.8,20,196,3825,"MALE","Adelie"
"741","Dream",40.95,20.55,204.5,4450,"MALE","Adelie"
"742","Dream",43.55,18.1,192,3825,"MALE","Adelie"
"743","Torgersen",39.7,19.1,188.5,4300,"MALE","Adelie"
"744","Biscoe",42.4,19.85,194,3912.5,"MALE","Adelie"
"745","Dream",44,19.1,194,4200,"MALE","Adelie"
"746","Biscoe",38.05,19.25,186,4112.5,"MALE","Adelie"
"747","Torgersen",39.3,19.35,187.5,3950,"MALE","Adelie"
"748","Biscoe",41.65,18.75,199,4512.5,"MALE","Adelie"
"749","Dream",42.3,19.4,197,3975,"MALE","Adelie"
"750","Biscoe",41.55,18.35,202.5,4575,"MALE","Adelie"
"751","Torgersen",37.75,18.6,196,4100,"MALE","Adelie"
"752","Biscoe",41.45,19.3,190.5,4150,"MALE","Adelie"
"753","Dream",40.4,17.95,196.5,4012.5,"MALE","Adelie"
"754","Torgersen",40.1,20.4,193.5,3775,"MALE","Adelie"
"755","Biscoe",40.4,19.55,190,3737.5,"MALE","Adelie"
"756","Torgersen",40.15,18.65,202.5,4212.5,"MALE","Adelie"
"757","Torgersen",40.55,18.75,192.5,3662.5,"MALE","Adelie"
"758","Biscoe",40.1,18.7,193.5,3887.5,"MALE","Adelie"
"759","Dream",40.4,18.15,192.5,4275,"MALE","Adelie"
"760","Dream",44.85,19.95,187.5,4250,"MALE","Adelie"
"761","Biscoe",39.6,19.75,187.5,4175,"MALE","Adelie"
"762","Torgersen",39.5,19.15,192.5,4075,"MALE","Adelie"
"763","Torgersen",40.5,18.7,202,3900,"MALE","Adelie"
"764","Biscoe",42.4,18.35,193.5,3775,"MALE","Adelie"
"765","Torgersen",39.65,18.95,197,4300,"MALE","Adelie"
"766","Dream",40.15,19.4,187.5,3975,"MALE","Adelie"
"767","Torgersen",40.7,20.9,191.5,3862.5,"MALE","Adelie"
"768","Torgersen",40.35,18.55,191.5,4237.5,"MALE","Adelie"
"769","Dream",43.4,18.65,196,4000,"MALE","Adelie"
"770","Biscoe",41.8,19.45,190,4175,"MALE","Adelie"
"771","Torgersen",39.65,19.4,192.5,4637.5,"MALE","Adelie"
"772","Biscoe",41.85,18.25,192.5,4687.5,"MALE","Adelie"
"773","Dream",42.25,18.85,190.5,4462.5,"MALE","Adelie"
"774","Dream",37.45,18.7,186,4412.5,"MALE","Adelie"
"775","Biscoe",41.2,18.95,194.5,4350,"MALE","Adelie"
"776","Dream",44.15,18.55,187.5,3725,"MALE","Adelie"
"777","Biscoe",40.6,20.45,205.5,4175,"MALE","Adelie"
"778","Biscoe",40.4,19.05,200,3862.5,"MALE","Adelie"
"779","Torgersen",43.45,19.45,193.5,3925,"MALE","Adelie"
"780","Dream",39,17.65,197.5,4250,"MALE","Adelie"
"781","Biscoe",40.65,18.9,194,4162.5,"MALE","Adelie"
"782","Torgersen",42.6,18.4,195,3950,"MALE","Adelie"
"783","Torgersen",40.1,19.05,190,4012.5,"MALE","Adelie"
"784","Biscoe",39.95,18.3,185,4175,"MALE","Adelie"
"785","Dream",41.65,18.65,200.5,4200,"MALE","Adelie"
"786","Dream",41.85,18.45,195,3762.5,"MALE","Adelie"
"787","Torgersen",39.15,18.2,187,4012.5,"MALE","Adelie"
"788","Dream",39.85,18,191.5,3825,"MALE","Adelie"
"789","Biscoe",38.4,18.75,191,3837.5,"MALE","Adelie"
"790","Torgersen",39.4,19.55,201,3762.5,"MALE","Adelie"
"791","Biscoe",39.85,19.45,180,4025,"MALE","Adelie"
"792","Dream",41.05,18.8,194,3675,"MALE","Adelie"
"793","Biscoe",41.55,20.15,187.5,4300,"MALE","Adelie"
"794","Biscoe",38.45,18.05,191,3750,"MALE","Adelie"
"795","Torgersen",43.15,18.85,188,3662.5,"MALE","Adelie"
"796","Biscoe",39.75,20.35,197.5,3762.5,"MALE","Adelie"
"797","Biscoe",37.95,18.3,194.5,3837.5,"MALE","Adelie"
"798","Biscoe",42.35,18.7,192,3950,"MALE","Adelie"
"799","Torgersen",42.5,18.7,190.5,4175,"MALE","Adelie"
"800","Dream",41.55,18.85,186.5,4437.5,"MALE","Adelie"
"801","Biscoe",40.8,18.9,192.5,4175,"MALE","Adelie"
"802","Dream",39.95,18,193,4112.5,"MALE","Adelie"
"803","Torgersen",41.05,19.1,186,4025,"MALE","Adelie"
"804","Dream",42,18.8,192,3925,"MALE","Adelie"
"805","Dream",38.5,20.6,198.5,4050,"MALE","Adelie"
"806","Dream",40.15,18.75,190.5,4562.5,"MALE","Adelie"
"807","Dream",36.85,17.75,196,4200,"MALE","Adelie"
"808","Dream",40.75,19,193.5,3987.5,"MALE","Adelie"
"809","Biscoe",41.4,19.05,196.5,4250,"MALE","Adelie"
"810","Dream",40.3,18.7,195,3800,"MALE","Adelie"
"811","Biscoe",37.6,18.25,184.5,4000,"MALE","Adelie"
"812","Dream",39.15,19.05,187,4362.5,"MALE","Adelie"
"813","Torgersen",38,18.6,191.5,3725,"MALE","Adelie"
"814","Biscoe",40.35,19.5,192,4425,"MALE","Adelie"
"815","Biscoe",39.55,18.75,199,4375,"MALE","Adelie"
"816","Dream",40.4,17.65,192.5,3950,"MALE","Adelie"
"817","Biscoe",39.45,18.9,190,4125,"MALE","Adelie"
"818","Biscoe",41.5,18,192,4100,"MALE","Adelie"
"819","Dream",41.25,18.8,197,4750,"MALE","Adelie"
"820","Dream",41.85,19.65,190,4300,"MALE","Adelie"
"821","Torgersen",40.15,19.05,196.5,3775,"MALE","Adelie"
"822","Biscoe",42.3,19,198,3962.5,"MALE","Adelie"
"823","Dream",40.35,19,193,4300,"MALE","Adelie"
"824","Torgersen",39.45,19.2,188.5,4275,"MALE","Adelie"
"825","Torgersen",40.95,18.55,187,3850,"MALE","Adelie"
"826","Dream",39.15,19.6,202.5,3850,"MALE","Adelie"
"827","Torgersen",37.7,19.2,189.5,3750,"MALE","Adelie"
"828","Dream",39.35,20.85,193.5,3975,"MALE","Adelie"
