"","Island","Culmen Length (mm)","Culmen Depth (mm)","Flipper Length (mm)","Body Mass (g)","Sex","Species"
"381","Dream",44.35,17.8,199,3675,"FEMALE","Chinstrap"
"382","Dream",44.6,17.85,191.5,3575,"FEMALE","Chinstrap"
"383","Dream",44.55,17.55,193.5,3525,"FEMALE","Chinstrap"
"384","Dream",48.35,18.25,190.5,3487.5,"FEMALE","Chinstrap"
"385","Dream",47.95,16.65,198,3537.5,"FEMALE","Chinstrap"
"386","Dream",46.65,17.3,193.5,3700,"FEMALE","Chinstrap"
"387","Dream",41.7,17.75,199.5,3450,"FEMALE","Chinstrap"
"388","Dream",44.55,17.3,182.5,3812.5,"FEMALE","Chinstrap"
"389","Dream",43.7,17.6,187,3750,"FEMALE","Chinstrap"
"390","Dream",47.6,17.85,193,3550,"FEMALE","Chinstrap"
"391","Dream",48.25,17.6,189.5,3487.5,"FEMALE","Chinstrap"
"392","Dream",44.8,16.7,184.5,3737.5,"FEMALE","Chinstrap"
"393","Dream",52.2,17.75,196,3625,"FEMALE","Chinstrap"
"394","Dream",47.25,18.4,194,3675,"FEMALE","Chinstrap"
"395","Dream",46.7,17.6,188,3750,"FEMALE","Chinstrap"
"396","Dream",44.7,17.8,189.5,3900,"FEMALE","Chinstrap"
"397","Dream",47.2,17,188.5,3537.5,"FEMALE","Chinstrap"
"398","Dream",46.35,17.45,194,3525,"FEMALE","Chinstrap"
"399","Dream",43.85,17.3,193.5,3775,"FEMALE","Chinstrap"
"400","Dream",43.15,18.4,198.5,3650,"FEMALE","Chinstrap"
"401","Dream",46.5,17.7,192.5,3962.5,"FEMALE","Chinstrap"
"402","Dream",45.95,17.15,197,3412.5,"FEMALE","Chinstrap"
"403","Dream",48.3,16.9,195,3662.5,"FEMALE","Chinstrap"
"404","Dream",42.85,18,191,3450,"FEMALE","Chinstrap"
"405","Dream",46.3,17.2,184,3900,"FEMALE","Chinstrap"
"406","Dream",45.55,17.85,198,3450,"FEMALE","Chinstrap"
"407","Dream",49.15,16.95,195,3337.5,"FEMALE","Chinstrap"
"408","Dream",47.85,18,191,3750,"FEMALE","Chinstrap"
"409","Dream",44.45,18.65,189.5,3287.5,"FEMALE","Chinstrap"
"410","Dream",45,17.8,188.5,3450,"FEMALE","Chinstrap"
"411","Dream",44.85,17.4,187,3575,"FEMALE","Chinstrap"
"412","Dream",45.1,17.05,189,3500,"FEMALE","Chinstrap"
"413","Dream",44.2,18.1,195,3100,"FEMALE","Chinstrap"
"414","Dream",46.1,17.85,189.5,3600,"FEMALE","Chinstrap"
"415","Dream",47.8,18.2,190,3925,"FEMALE","Chinstrap"
"416","Dream",46.9,18.35,189,3625,"FEMALE","Chinstrap"
"417","Dream",46.45,17.85,187.5,2975,"FEMALE","Chinstrap"
"418","Dream",48,18.3,191,3550,"FEMALE","Chinstrap"
"419","Dream",44.7,17.5,190.5,3450,"FEMALE","Chinstrap"
"420","Dream",44.65,16.6,189.5,3412.5,"FEMALE","Chinstrap"
"421","Dream",46.25,18.35,195.5,3650,"FEMALE","Chinstrap"
"422","Dream",42.45,17.75,197,3325,"FEMALE","Chinstrap"
"423","Dream",45.45,18.25,186,3125,"FEMALE","Chinstrap"
"424","Dream",44.35,17.55,195,3237.5,"FEMALE","Chinstrap"
"425","Dream",43.9,17.45,194.5,3662.5,"FEMALE","Chinstrap"
"426","Dream",46.5,16.65,188,3675,"FEMALE","Chinstrap"
"427","Dream",41.7,17.1,190,3662.5,"FEMALE","Chinstrap"
"428","Dream",50.5,17.6,191,3025,"FEMALE","Chinstrap"
"429","Dream",50.25,17.8,197,3150,"FEMALE","Chinstrap"
"430","Dream",48.35,17.25,198,3462.5,"FEMALE","Chinstrap"
"431","Dream",45.15,17.4,192.5,3750,"FEMALE","Chinstrap"
"432","Dream",48.65,18.25,196.5,3525,"FEMALE","Chinstrap"
"433","Dream",46.15,17.45,194,3262.5,"FEMALE","Chinstrap"
"434","Dream",44.6,17.15,188.5,3500,"FEMALE","Chinstrap"
"435","Dream",46.55,17.25,191.5,3675,"FEMALE","Chinstrap"
"436","Dream",52.2,17.45,187.5,3875,"FEMALE","Chinstrap"
"437","Dream",46.45,17.2,190.5,3350,"FEMALE","Chinstrap"
"438","Dream",45.05,17.65,195.5,3387.5,"FEMALE","Chinstrap"
"439","Dream",46.5,17.05,187,3725,"FEMALE","Chinstrap"
"440","Dream",47.75,17,196,3275,"FEMALE","Chinstrap"
"441","Dream",43.85,16.95,194.5,3362.5,"FEMALE","Chinstrap"
"442","Dream",49.25,17.3,188.5,3000,"FEMALE","Chinstrap"
"443","Dream",44.6,16.85,190.5,3650,"FEMALE","Chinstrap"
"444","Dream",48.9,17.2,186,3650,"FEMALE","Chinstrap"
"445","Dream",44.2,17.15,190,3325,"FEMALE","Chinstrap"
"446","Dream",43.25,17.4,187,3525,"FEMALE","Chinstrap"
"447","Dream",46.3,17.25,182.5,3612.5,"FEMALE","Chinstrap"
"448","Dream",45.65,17.5,191.5,3525,"FEMALE","Chinstrap"
"449","Dream",46.15,16.8,194.5,3612.5,"FEMALE","Chinstrap"
"450","Dream",44.05,18.3,197.5,3462.5,"FEMALE","Chinstrap"
"451","Dream",47.65,18,187,3737.5,"FEMALE","Chinstrap"
"452","Dream",45,17.95,192.5,3425,"FEMALE","Chinstrap"
"453","Dream",44.65,16.95,194.5,3212.5,"FEMALE","Chinstrap"
"454","Dream",46.3,17.45,187,3550,"FEMALE","Chinstrap"
"455","Dream",46.4,17.85,193.5,3812.5,"FEMALE","Chinstrap"
"456","Dream",44.25,18.15,195.5,3525,"FEMALE","Chinstrap"
"457","Dream",45.45,17.55,187.5,3400,"FEMALE","Chinstrap"
"458","Dream",45.2,18.65,195,3400,"FEMALE","Chinstrap"
"459","Dream",46.05,17.2,199,3525,"FEMALE","Chinstrap"
"460","Dream",45.8,17.45,191.5,3175,"FEMALE","Chinstrap"
"461","Dream",48.5,17.8,188,3650,"FEMALE","Chinstrap"
"462","Dream",46.2,17.2,188.5,3550,"FEMALE","Chinstrap"
"463","Dream",46.25,17.6,195,3550,"FEMALE","Chinstrap"
"464","Dream",44.25,17.7,193,3700,"FEMALE","Chinstrap"
"465","Dream",46.85,17.2,194,3562.5,"FEMALE","Chinstrap"
"466","Dream",45.75,17.75,193,3562.5,"FEMALE","Chinstrap"
"467","Dream",46.5,18,193.5,3637.5,"FEMALE","Chinstrap"
"468","Dream",47,18.35,192,3100,"FEMALE","Chinstrap"
"469","Dream",43.05,17.55,194.5,3550,"FEMALE","Chinstrap"
"470","Dream",45.45,17.25,198,3487.5,"FEMALE","Chinstrap"
"471","Dream",47.9,17.05,194.5,3650,"FEMALE","Chinstrap"
"472","Dream",50.2,17.85,189,3550,"FEMALE","Chinstrap"
"473","Dream",52.25,17.8,187.5,3350,"FEMALE","Chinstrap"
"474","Dream",44.35,17.45,185.5,3500,"FEMALE","Chinstrap"
"475","Dream",44.35,17,191.5,3325,"FEMALE","Chinstrap"
"476","Dream",49.15,17.2,198.5,3575,"FEMALE","Chinstrap"
"477","Dream",46.55,17.7,190,3500,"FEMALE","Chinstrap"
"478","Dream",43.2,17.6,194,3525,"FEMALE","Chinstrap"
"479","Dream",46.7,16.95,191,3700,"FEMALE","Chinstrap"
"480","Dream",44.15,17.55,188.5,3625,"FEMALE","Chinstrap"
"481","Dream",47.2,17.6,195.5,3550,"FEMALE","Chinstrap"
"482","Dream",46.65,18.35,188.5,3637.5,"FEMALE","Chinstrap"
"483","Dream",51.6,17.75,189.5,3550,"FEMALE","Chinstrap"
"484","Dream",46.4,17.35,197,3762.5,"FEMALE","Chinstrap"
"485","Dream",47.3,17.9,187,3300,"FEMALE","Chinstrap"
"486","Dream",47.65,16.6,181.5,3387.5,"FEMALE","Chinstrap"
"487","Dream",44.6,18,186,3587.5,"FEMALE","Chinstrap"
"488","Dream",45.7,17.4,195.5,3375,"FEMALE","Chinstrap"
"489","Dream",47.25,19.05,191,3275,"FEMALE","Chinstrap"
"490","Dream",46.6,18.5,198.5,3437.5,"FEMALE","Chinstrap"
"491","Dream",46.65,18.6,190.5,3350,"FEMALE","Chinstrap"
"492","Dream",45.45,18.15,189.5,3562.5,"FEMALE","Chinstrap"
"493","Dream",45.65,17.55,190,3512.5,"FEMALE","Chinstrap"
"494","Dream",47.6,16.95,194.5,3587.5,"FEMALE","Chinstrap"
"495","Dream",46.8,16.8,188.5,3550,"FEMALE","Chinstrap"
"496","Dream",44.25,17.1,200,3675,"FEMALE","Chinstrap"
"497","Dream",46.05,17.7,196.5,3650,"FEMALE","Chinstrap"
"498","Dream",50,18.05,193.5,3650,"FEMALE","Chinstrap"
"499","Dream",43.85,17.35,192.5,3825,"FEMALE","Chinstrap"
"500","Dream",48.1,17.75,195.5,3300,"FEMALE","Chinstrap"
"501","Dream",45.25,17.95,194.5,3525,"FEMALE","Chinstrap"
"502","Dream",48.3,18.35,190.5,3537.5,"FEMALE","Chinstrap"
"503","Dream",45.1,17.55,191.5,3487.5,"FEMALE","Chinstrap"
"504","Dream",44,18,198.5,3562.5,"FEMALE","Chinstrap"
"505","Dream",46.7,17.6,191.5,3200,"FEMALE","Chinstrap"
"506","Dream",45.35,18,194.5,3462.5,"FEMALE","Chinstrap"
"507","Dream",46.6,17.15,190.5,3925,"FEMALE","Chinstrap"
"508","Dream",44.2,16.65,188,3587.5,"FEMALE","Chinstrap"
"509","Dream",44.45,17.7,191,4050,"FEMALE","Chinstrap"
"510","Dream",48.55,18.65,197,2975,"FEMALE","Chinstrap"
"511","Dream",48.1,17.85,191,3412.5,"FEMALE","Chinstrap"
"512","Dream",44.4,17.65,192.5,3875,"FEMALE","Chinstrap"
"513","Dream",44.45,17.65,186,3925,"FEMALE","Chinstrap"
"514","Dream",46.35,17.2,193.5,3450,"FEMALE","Chinstrap"
"515","Dream",45.8,18.1,191.5,3450,"FEMALE","Chinstrap"
"516","Dream",46.1,17.75,192,3487.5,"FEMALE","Chinstrap"
"517","Dream",47.95,16.5,187.5,3537.5,"FEMALE","Chinstrap"
"518","Dream",47.5,17.7,188,3400,"FEMALE","Chinstrap"
"519","Dream",45.4,17.65,196,3200,"FEMALE","Chinstrap"
"520","Dream",45.9,17.45,197,3300,"FEMALE","Chinstrap"
"521","Dream",45.8,17.75,191,3550,"FEMALE","Chinstrap"
"522","Dream",46.45,17,186,3512.5,"FEMALE","Chinstrap"
"523","Dream",44.55,17.25,181,2975,"FEMALE","Chinstrap"
"524","Dream",50.25,16.95,191.5,3925,"FEMALE","Chinstrap"
"525","Dream",48.85,17.2,187.5,3075,"FEMALE","Chinstrap"
"526","Dream",47.5,16.85,196,3650,"FEMALE","Chinstrap"
"527","Dream",48.15,17.2,194.5,3687.5,"FEMALE","Chinstrap"
"528","Dream",46.05,17.6,183,3462.5,"FEMALE","Chinstrap"
"529","Dream",46,17.85,189.5,3212.5,"FEMALE","Chinstrap"
"530","Dream",45.6,16.65,191.5,3512.5,"FEMALE","Chinstrap"
"531","Dream",44.05,17.35,195,3450,"FEMALE","Chinstrap"
"532","Dream",46.25,17.6,193.5,3400,"FEMALE","Chinstrap"
"533","Dream",46.05,17.7,183,3525,"FEMALE","Chinstrap"
"534","Dream",52.35,17.9,185.5,3650,"FEMALE","Chinstrap"
"535","Dream",50.6,18.3,194.5,3687.5,"FEMALE","Chinstrap"
"536","Dream",46,17.25,192.5,3400,"FEMALE","Chinstrap"
"537","Dream",47.65,16.55,187,3587.5,"FEMALE","Chinstrap"
"538","Dream",54.1,16.85,192.5,3575,"FEMALE","Chinstrap"
"539","Dream",52,17.55,196,3550,"FEMALE","Chinstrap"
"540","Dream",50.5,16.9,196.5,3775,"FEMALE","Chinstrap"
"541","Dream",45.85,16.95,193,3675,"FEMALE","Chinstrap"
"542","Dream",46.05,18,183,3650,"FEMALE","Chinstrap"
"543","Dream",44.3,17.2,198,3675,"FEMALE","Chinstrap"
"544","Dream",46.55,17.3,186,3512.5,"FEMALE","Chinstrap"
"545","Dream",52.75,17.95,191.5,3450,"FEMALE","Chinstrap"
"546","Dream",44.3,18.85,184,3387.5,"FEMALE","Chinstrap"
"547","Dream",49.45,18.65,195.5,3675,"FEMALE","Chinstrap"
"548","Dream",45,18,189.5,3675,"FEMALE","Chinstrap"
"549","Dream",45.85,17.2,184,3550,"FEMALE","Chinstrap"
"550","Dream",44.65,17.6,194.5,3575,"FEMALE","Chinstrap"
"551","Dream",45.65,17.3,195,3500,"FEMALE","Chinstrap"
"552","Dream",45.8,17.25,194.5,3587.5,"FEMALE","Chinstrap"
"553","Dream",43.8,17,191,3500,"FEMALE","Chinstrap"
"554","Dream",46.35,16.65,185,3600,"FEMALE","Chinstrap"
"555","Dream",46.55,16.85,188,3412.5,"FEMALE","Chinstrap"
"556","Dream",44.55,18.1,193,3300,"FEMALE","Chinstrap"
"557","Dream",46.65,17.2,190,3775,"FEMALE","Chinstrap"
"558","Dream",46.15,17.7,199,3450,"FEMALE","Chinstrap"
"559","Dream",43.3,17.85,196,3700,"FEMALE","Chinstrap"
"560","Dream",43.85,18.65,191.5,3587.5,"FEMALE","Chinstrap"
"561","Dream",46.15,18.05,193.5,3675,"FEMALE","Chinstrap"
"562","Dream",45.9,17.05,191.5,3700,"FEMALE","Chinstrap"
"563","Dream",45.9,16.55,191,3812.5,"FEMALE","Chinstrap"
"564","Dream",48.2,17.95,193.5,3462.5,"FEMALE","Chinstrap"
"565","Dream",45.85,16.75,202,3487.5,"FEMALE","Chinstrap"
"566","Dream",43.65,17.4,186.5,3475,"FEMALE","Chinstrap"
"567","Dream",46.2,17.85,197,3550,"FEMALE","Chinstrap"
"568","Dream",47.5,18.25,192.5,3562.5,"FEMALE","Chinstrap"
"569","Dream",44.75,17.85,195.5,3787.5,"FEMALE","Chinstrap"
"570","Dream",42.5,16.5,195,3612.5,"FEMALE","Chinstrap"
"571","Dream",45.9,16.85,198,3750,"FEMALE","Chinstrap"
"572","Dream",46.1,18.1,194,3587.5,"FEMALE","Chinstrap"
"573","Dream",45,17.85,187.5,3137.5,"FEMALE","Chinstrap"
"574","Dream",49.1,17.2,190,3712.5,"FEMALE","Chinstrap"
"575","Dream",45.55,18.25,194,3325,"FEMALE","Chinstrap"
"576","Dream",46.55,16.9,197,3050,"FEMALE","Chinstrap"
"577","Dream",44.2,17.55,198.5,3350,"FEMALE","Chinstrap"
"578","Dream",46.1,17.7,200,3400,"FEMALE","Chinstrap"
"579","Dream",45.9,16.8,188,3625,"FEMALE","Chinstrap"
"580","Dream",48,17.9,191,3500,"FEMALE","Chinstrap"
"581","Dream",47.85,17.3,187,3550,"FEMALE","Chinstrap"
"582","Dream",46.25,17.6,184,3525,"FEMALE","Chinstrap"
"583","Dream",46.2,18.75,187.5,3375,"FEMALE","Chinstrap"
"584","Dream",46.15,17.55,188,3537.5,"FEMALE","Chinstrap"
"585","Dream",46.5,17.85,193,3550,"FEMALE","Chinstrap"
"586","Dream",48.75,17.75,188.5,3462.5,"FEMALE","Chinstrap"
"587","Dream",44.55,17.6,188,3525,"FEMALE","Chinstrap"
"588","Dream",49.1,17.3,191,3650,"FEMALE","Chinstrap"
"589","Dream",50.25,17.5,196,3425,"FEMALE","Chinstrap"
"590","Dream",45.9,17.95,195,3587.5,"FEMALE","Chinstrap"
"591","Dream",46.5,17.2,194.5,3325,"FEMALE","Chinstrap"
"592","Dream",46.7,16.85,191.5,3700,"FEMALE","Chinstrap"
"593","Dream",45.6,18.05,190.5,3425,"FEMALE","Chinstrap"
"594","Dream",43.3,17.15,194,3562.5,"FEMALE","Chinstrap"
"595","Dream",43.85,16.85,193.5,3737.5,"FEMALE","Chinstrap"
"596","Dream",43,18.05,185.5,3675,"FEMALE","Chinstrap"
"597","Dream",46.2,18.15,197.5,3925,"FEMALE","Chinstrap"
"598","Dream",47.85,17.6,198.5,3562.5,"FEMALE","Chinstrap"
"599","Dream",46.6,17.2,197.5,3612.5,"FEMALE","Chinstrap"
"600","Dream",44.55,16.85,189.5,3687.5,"FEMALE","Chinstrap"
"601","Dream",46.35,17.6,191.5,3512.5,"FEMALE","Chinstrap"
"602","Dream",47.9,16.5,189.5,3500,"FEMALE","Chinstrap"
"603","Dream",48.05,16.8,189.5,3725,"FEMALE","Chinstrap"
"604","Dream",46.3,17.2,197.5,3550,"FEMALE","Chinstrap"
"605","Dream",46.4,17.9,197,3450,"FEMALE","Chinstrap"
"606","Dream",47.2,17.5,197,3875,"FEMALE","Chinstrap"
"607","Dream",44.55,17.45,191.5,3250,"FEMALE","Chinstrap"
"608","Dream",50.5,17.85,188,3475,"FEMALE","Chinstrap"
"609","Dream",46.4,17.15,193.5,3325,"FEMALE","Chinstrap"
"610","Dream",46.35,18.3,184,3587.5,"FEMALE","Chinstrap"
"611","Dream",44.1,18.1,193.5,3825,"FEMALE","Chinstrap"
"612","Dream",46.05,18.9,188.5,3550,"FEMALE","Chinstrap"
"613","Dream",45.95,17.55,190,3812.5,"FEMALE","Chinstrap"
"614","Dream",47.95,16.55,193,3050,"FEMALE","Chinstrap"
"615","Dream",44.85,17.25,193.5,3800,"FEMALE","Chinstrap"
"616","Dream",45.8,17.55,192,3775,"FEMALE","Chinstrap"
"617","Dream",44.85,17.6,195,3612.5,"FEMALE","Chinstrap"
"618","Dream",44,17.55,189.5,3525,"FEMALE","Chinstrap"
"619","Dream",46.35,18.35,196,3450,"FEMALE","Chinstrap"
"620","Dream",45.95,18.4,192.5,3525,"FEMALE","Chinstrap"
"621","Dream",47.2,17.8,187.5,3687.5,"FEMALE","Chinstrap"
"622","Dream",45.9,17.2,192.5,3600,"FEMALE","Chinstrap"
"623","Dream",45.55,17.7,184,3150,"FEMALE","Chinstrap"
"624","Dream",46.85,17.45,193.5,3012.5,"FEMALE","Chinstrap"
"625","Dream",46.5,16.6,186,3637.5,"FEMALE","Chinstrap"
"626","Dream",44.7,17.15,191,3112.5,"FEMALE","Chinstrap"
"627","Dream",47.3,17.2,188,3312.5,"FEMALE","Chinstrap"
"628","Dream",44.45,17.95,195,3725,"FEMALE","Chinstrap"
"629","Dream",43.8,17.6,187,3525,"FEMALE","Chinstrap"
"630","Dream",46.35,17.7,195,3425,"FEMALE","Chinstrap"
"631","Dream",45.95,17.1,194,3350,"FEMALE","Chinstrap"
"632","Dream",47.8,17.55,194.5,3750,"FEMALE","Chinstrap"
"633","Dream",44.6,18,199,3525,"FEMALE","Chinstrap"
"634","Dream",48.75,17.2,188,3437.5,"FEMALE","Chinstrap"
"635","Dream",45.2,17.15,191,2800,"FEMALE","Chinstrap"
"636","Dream",46.1,18,193,3525,"FEMALE","Chinstrap"
"637","Dream",43.35,17.5,199,3175,"FEMALE","Chinstrap"
"638","Dream",50.15,17.05,194,3662.5,"FEMALE","Chinstrap"
"639","Dream",48.85,18.5,194.5,3337.5,"FEMALE","Chinstrap"
"640","Dream",47.95,17.5,187.5,3800,"FEMALE","Chinstrap"
"641","Dream",43.8,18.05,196,3612.5,"FEMALE","Chinstrap"
"642","Dream",44.65,17.55,191.5,3600,"FEMALE","Chinstrap"
"643","Dream",46.55,16.7,192,3562.5,"FEMALE","Chinstrap"
"644","Dream",43.05,16.95,193.5,3375,"FEMALE","Chinstrap"
"645","Dream",45.05,16.65,192,3250,"FEMALE","Chinstrap"
"646","Dream",46.4,16.75,194,3550,"FEMALE","Chinstrap"
"647","Dream",46.05,17.6,184,3725,"FEMALE","Chinstrap"
"648","Dream",46.4,17.2,199.5,3250,"FEMALE","Chinstrap"
"649","Dream",44.8,16.8,195.5,3600,"FEMALE","Chinstrap"
"650","Dream",45.1,17.15,189.5,3650,"FEMALE","Chinstrap"
"651","Dream",45.95,17.2,192,3700,"FEMALE","Chinstrap"
"652","Dream",50.15,16.95,191.5,3050,"FEMALE","Chinstrap"
"653","Dream",45.8,18.15,182.5,3675,"FEMALE","Chinstrap"
"654","Dream",47.85,18.1,192.5,3275,"FEMALE","Chinstrap"
"655","Dream",45.45,16.95,195,3587.5,"FEMALE","Chinstrap"
"656","Dream",46.6,17.5,190,3650,"FEMALE","Chinstrap"
"657","Dream",45.65,17.3,192.5,3425,"FEMALE","Chinstrap"
"658","Dream",47.15,17.55,193,3637.5,"FEMALE","Chinstrap"
"659","Dream",51.75,18.35,197.5,3837.5,"FEMALE","Chinstrap"
"660","Dream",45.95,16.85,194,3362.5,"FEMALE","Chinstrap"
"661","Dream",46,18.55,189.5,3375,"FEMALE","Chinstrap"
"662","Dream",44.85,17.85,190,3525,"FEMALE","Chinstrap"
"663","Dream",46.05,17.55,191.5,3412.5,"FEMALE","Chinstrap"
"664","Dream",46.1,17.1,200.5,3487.5,"FEMALE","Chinstrap"
"665","Dream",45.5,18.65,195.5,3462.5,"FEMALE","Chinstrap"
"666","Dream",48.95,17.7,182.5,3200,"FEMALE","Chinstrap"
"667","Dream",47.1,17.85,184,3187.5,"FEMALE","Chinstrap"
"668","Dream",45.35,17.4,191.5,3312.5,"FEMALE","Chinstrap"
"669","Dream",47.3,17.3,191,3387.5,"FEMALE","Chinstrap"
"670","Dream",46.15,16.85,192.5,3300,"FEMALE","Chinstrap"
"671","Dream",43.95,17.6,192,3750,"FEMALE","Chinstrap"
"672","Dream",52.2,18.3,194,3425,"FEMALE","Chinstrap"
"673","Dream",46.55,17.15,193,3687.5,"FEMALE","Chinstrap"
"674","Dream",46.25,18.45,194,3675,"FEMALE","Chinstrap"
"675","Dream",45.95,17.6,189.5,3687.5,"FEMALE","Chinstrap"
"676","Dream",45.45,16.95,188.5,3450,"FEMALE","Chinstrap"
"677","Dream",44.45,17.3,188,3550,"FEMALE","Chinstrap"
"678","Dream",48.5,17.75,184,3500,"FEMALE","Chinstrap"
"679","Dream",48.4,18.05,192.5,3925,"FEMALE","Chinstrap"
"680","Dream",47.85,17.2,196.5,3525,"FEMALE","Chinstrap"
"681","Dream",47.65,16.95,190,3562.5,"FEMALE","Chinstrap"
"682","Dream",46.45,17.45,192.5,3412.5,"FEMALE","Chinstrap"
"683","Dream",52.1,16.95,195,3375,"FEMALE","Chinstrap"
"684","Dream",49.5,17.2,191,4025,"FEMALE","Chinstrap"
"685","Dream",45.3,16.95,195,3650,"FEMALE","Chinstrap"
"686","Dream",47.1,17.1,190,3512.5,"FEMALE","Chinstrap"
"687","Dream",46.05,18.05,200,3400,"FEMALE","Chinstrap"
"688","Dream",46.4,18.4,197,3525,"FEMALE","Chinstrap"
"689","Dream",45,17.85,187.5,3312.5,"FEMALE","Chinstrap"
"690","Dream",44.55,18.15,192,3500,"FEMALE","Chinstrap"
"691","Dream",45.35,17.4,195,3525,"FEMALE","Chinstrap"
"692","Dream",43.7,17.3,188.5,3650,"FEMALE","Chinstrap"
"693","Dream",45.9,17.9,198.5,3150,"FEMALE","Chinstrap"
"694","Dream",45.75,17.3,192.5,3400,"FEMALE","Chinstrap"
"695","Dream",45.25,17.45,193.5,3600,"FEMALE","Chinstrap"
"696","Dream",46.35,17.65,185,3475,"FEMALE","Chinstrap"
"697","Dream",46.7,17.05,190,3525,"FEMALE","Chinstrap"
"698","Dream",47.75,18.6,189,3287.5,"FEMALE","Chinstrap"
"699","Dream",46.3,18.35,187.5,3350,"FEMALE","Chinstrap"
"700","Dream",48.5,17.45,195,3387.5,"FEMALE","Chinstrap"
"701","Dream",46.2,17.15,194.5,3662.5,"FEMALE","Chinstrap"
"702","Dream",45.55,18.1,191,3525,"FEMALE","Chinstrap"
"703","Dream",45.9,18,179.5,3250,"FEMALE","Chinstrap"
"704","Dream",43.3,17.95,189.5,3450,"FEMALE","Chinstrap"
"705","Dream",48.45,17.3,187.5,3450,"FEMALE","Chinstrap"
"706","Dream",48.85,18,186.5,3325,"FEMALE","Chinstrap"
"707","Dream",48.8,17.55,192.5,3075,"FEMALE","Chinstrap"
"708","Dream",45.8,17.2,191.5,3475,"FEMALE","Chinstrap"
"709","Dream",45.95,17.3,186,3425,"FEMALE","Chinstrap"
"710","Dream",48.3,18.1,184,3750,"FEMALE","Chinstrap"
"711","Dream",44.1,17.6,181,3525,"FEMALE","Chinstrap"
"712","Dream",46.85,17.75,189,3912.5,"FEMALE","Chinstrap"
"713","Dream",46.3,18.15,192.5,3700,"FEMALE","Chinstrap"
"714","Dream",46.45,17.55,195,3300,"FEMALE","Chinstrap"
"715","Dream",48.35,17.7,197,3550,"FEMALE","Chinstrap"
"716","Dream",50.5,17.2,192.5,3700,"FEMALE","Chinstrap"
"717","Dream",46.95,17.15,188.5,3500,"FEMALE","Chinstrap"
"718","Dream",50.2,17.15,190,3250,"FEMALE","Chinstrap"
"719","Dream",48.4,17.85,188.5,3700,"FEMALE","Chinstrap"
"720","Dream",48.65,16.7,192,3612.5,"FEMALE","Chinstrap"
"721","Dream",45.25,17.85,192,3587.5,"FEMALE","Chinstrap"
"722","Dream",46.8,17.6,190,3425,"FEMALE","Chinstrap"
"723","Dream",46,17.2,184.5,3475,"FEMALE","Chinstrap"
"724","Dream",46.75,18,198.5,3775,"FEMALE","Chinstrap"
"725","Dream",48.65,18.55,190,3550,"FEMALE","Chinstrap"
"726","Dream",46.5,18.6,194,3250,"FEMALE","Chinstrap"
"727","Dream",47.7,16.7,190.5,3425,"FEMALE","Chinstrap"
"728","Dream",47.2,17.55,186.5,3525,"FEMALE","Chinstrap"
"729","Dream",47.85,17.2,188.5,3575,"FEMALE","Chinstrap"
"730","Dream",47.7,18,192,3662.5,"FEMALE","Chinstrap"
"731","Dream",43.45,16.5,188,3450,"FEMALE","Chinstrap"
"732","Dream",46.45,17.2,193,3375,"FEMALE","Chinstrap"
"733","Dream",53.05,17.2,192.5,3612.5,"FEMALE","Chinstrap"
"734","Dream",48.65,16.65,188.5,3825,"FEMALE","Chinstrap"
"735","Dream",48.75,18.05,194.5,3712.5,"FEMALE","Chinstrap"
"736","Dream",44.4,17.2,197,3512.5,"FEMALE","Chinstrap"
"737","Dream",47.95,18.3,186.5,3487.5,"FEMALE","Chinstrap"
"738","Dream",47.05,17.6,186,3450,"FEMALE","Chinstrap"
"739","Dream",46.75,18.65,188,3250,"FEMALE","Chinstrap"
"740","Dream",47.65,16.95,191.5,3650,"FEMALE","Chinstrap"
"741","Dream",47.3,17.35,194.5,3675,"FEMALE","Chinstrap"
"742","Dream",46.2,19.15,198,3800,"FEMALE","Chinstrap"
"743","Dream",46.3,17.65,192,3450,"FEMALE","Chinstrap"
"744","Dream",46.45,18.25,195,3600,"FEMALE","Chinstrap"
"745","Dream",48.1,17.3,189,3412.5,"FEMALE","Chinstrap"
"746","Dream",46.5,17.4,192,3187.5,"FEMALE","Chinstrap"
"747","Dream",46.7,17.65,191.5,3375,"FEMALE","Chinstrap"
"748","Dream",46.1,17.1,191.5,3800,"FEMALE","Chinstrap"
"749","Dream",46.6,17.6,184,3775,"FEMALE","Chinstrap"
"750","Dream",46.4,17.05,188,3750,"FEMALE","Chinstrap"
"751","Dream",48.55,18.05,197,3637.5,"FEMALE","Chinstrap"
"752","Dream",48.1,16.6,195,3625,"FEMALE","Chinstrap"
"753","Dream",45.95,17.85,181,3487.5,"FEMALE","Chinstrap"
"754","Dream",46.15,18.25,193,3637.5,"FEMALE","Chinstrap"
"755","Dream",45.8,18.15,197,3550,"FEMALE","Chinstrap"
"756","Dream",44.4,16.6,197.5,3512.5,"FEMALE","Chinstrap"
"757","Dream",46.7,17.6,184,3962.5,"FEMALE","Chinstrap"
"758","Dream",46.35,17.65,195,3425,"FEMALE","Chinstrap"
"759","Dream",45.05,18.05,191.5,3475,"FEMALE","Chinstrap"
"760","Dream",44.8,17.75,192.5,3512.5,"FEMALE","Chinstrap"
"761","Dream",44.05,17.4,194,3637.5,"FEMALE","Chinstrap"
"762","Dream",46.1,17.3,191,3500,"FEMALE","Chinstrap"
